pos	5pC>T
1	0.0294117647058824
2	0.034440344403444
3	0.020042194092827
4	0.0114942528735632
5	0.0162037037037037
6	0.0137672090112641
7	0.0164765525982256
8	0.0199063231850117
9	0.0118203309692671
10	0.0140664961636829
11	0.00976138828633406
12	0.0147058823529412
13	0.0120614035087719
14	0.013317191283293
15	0.014218009478673
16	0.0130952380952381
17	0.0153482880755608
18	0.00360144057623049
19	0.0142517814726841
20	0.0163934426229508
21	0.0145808019441069
22	0.0049079754601227
23	0.00975609756097561
24	0.0068649885583524
25	0.0107270560190703
