pos	3pG>A
1	0.0353390639923591
2	0.0375469336670839
3	0.0178571428571429
4	0.0103567318757192
5	0.0130486358244365
6	0.0178343949044586
7	0.0134969325153374
8	0.0129107981220657
9	0.00838323353293413
10	0.0146341463414634
11	0.00667408231368187
12	0.0199296600234467
13	0.015063731170336
14	0.0120336943441637
15	0.0117508813160987
16	0.0137672090112641
17	0.0161849710982659
18	0.00596658711217184
19	0.0134474327628362
20	0.0119331742243437
21	0.0157575757575758
22	0.0060459492140266
23	0.0148148148148148
24	0.0116279069767442
25	0.0120918984280532
