#BaseNum	Match1	Sub1	Del1	Ins1	N1	Other1
1	0.99614	0.00186	0.00000	0.00000	0.00000	0.00201
2	0.99533	0.00266	0.00000	0.00000	0.00000	0.00201
3	0.99533	0.00266	0.00000	0.00000	0.00000	0.00201
4	0.99634	0.00171	0.00000	0.00000	0.00000	0.00196
5	0.99609	0.00201	0.00010	0.00000	0.00000	0.00191
6	0.99619	0.00191	0.00005	0.00000	0.00000	0.00191
7	0.99619	0.00201	0.00005	0.00000	0.00000	0.00181
8	0.99639	0.00181	0.00000	0.00000	0.00000	0.00181
9	0.99714	0.00105	0.00000	0.00000	0.00000	0.00181
10	0.99629	0.00186	0.00005	0.00005	0.00000	0.00181
11	0.99664	0.00161	0.00000	0.00005	0.00000	0.00171
12	0.99654	0.00181	0.00000	0.00000	0.00000	0.00166
13	0.99644	0.00191	0.00000	0.00000	0.00000	0.00166
14	0.99694	0.00146	0.00000	0.00000	0.00000	0.00161
15	0.99679	0.00161	0.00000	0.00000	0.00000	0.00161
16	0.99709	0.00130	0.00015	0.00000	0.00000	0.00161
17	0.99674	0.00171	0.00000	0.00000	0.00000	0.00156
18	0.99694	0.00156	0.00000	0.00000	0.00000	0.00151
19	0.99704	0.00146	0.00000	0.00000	0.00000	0.00151
20	0.99729	0.00120	0.00010	0.00000	0.00000	0.00151
21	0.99719	0.00120	0.00015	0.00010	0.00000	0.00151
22	0.99714	0.00130	0.00000	0.00015	0.00000	0.00140
23	0.99709	0.00135	0.00000	0.00015	0.00000	0.00140
24	0.99664	0.00181	0.00000	0.00015	0.00000	0.00140
25	0.99684	0.00166	0.00005	0.00015	0.00000	0.00135
26	0.99694	0.00171	0.00000	0.00005	0.00000	0.00130
27	0.99699	0.00176	0.00005	0.00005	0.00000	0.00120
28	0.99649	0.00226	0.00000	0.00005	0.00000	0.00120
29	0.99759	0.00120	0.00000	0.00005	0.00000	0.00115
30	0.99789	0.00100	0.00000	0.00005	0.00000	0.00105
31	0.99749	0.00140	0.00000	0.00005	0.00000	0.00105
32	0.99694	0.00196	0.00000	0.00005	0.00000	0.00105
33	0.99744	0.00151	0.00000	0.00005	0.00000	0.00100
34	0.99744	0.00151	0.00005	0.00005	0.00000	0.00100
35	0.99724	0.00171	0.00000	0.00005	0.00000	0.00100
36	0.99709	0.00186	0.00005	0.00005	0.00000	0.00100
37	0.99729	0.00166	0.00005	0.00005	0.00000	0.00100
38	0.99729	0.00171	0.00005	0.00005	0.00000	0.00095
39	0.99739	0.00161	0.00000	0.00005	0.00000	0.00095
40	0.99739	0.00166	0.00010	0.00005	0.00000	0.00090
41	0.99809	0.00116	0.00005	0.00005	0.00000	0.00070
42	0.99774	0.00156	0.00000	0.00005	0.00000	0.00065
43	0.99764	0.00171	0.00000	0.00005	0.00000	0.00060
44	0.99759	0.00176	0.00005	0.00005	0.00000	0.00060
45	0.99734	0.00201	0.00000	0.00005	0.00000	0.00060
46	0.99749	0.00181	0.00000	0.00010	0.00000	0.00060
47	0.99799	0.00136	0.00005	0.00005	0.00000	0.00060
48	0.99814	0.00131	0.00005	0.00005	0.00000	0.00050
49	0.99779	0.00171	0.00000	0.00000	0.00000	0.00050
50	0.99804	0.00151	0.00000	0.00000	0.00000	0.00045
51	0.99794	0.00161	0.00015	0.00000	0.00000	0.00045
52	0.99799	0.00156	0.00000	0.00000	0.00000	0.00045
53	0.99784	0.00176	0.00010	0.00000	0.00000	0.00040
54	0.99778	0.00181	0.00000	0.00000	0.00000	0.00040
55	0.99814	0.00146	0.00000	0.00000	0.00000	0.00040
56	0.99778	0.00186	0.00005	0.00000	0.00000	0.00035
57	0.99768	0.00201	0.00000	0.00000	0.00000	0.00030
58	0.99753	0.00217	0.00000	0.00000	0.00000	0.00030
59	0.99824	0.00156	0.00015	0.00000	0.00000	0.00020
60	0.99793	0.00191	0.00010	0.00000	0.00000	0.00015
61	0.99793	0.00192	0.00000	0.00000	0.00000	0.00015
62	0.99834	0.00156	0.00000	0.00000	0.00000	0.00010
63	0.99829	0.00161	0.00000	0.00000	0.00000	0.00010
64	0.99808	0.00182	0.00000	0.00000	0.00000	0.00010
65	0.99803	0.00192	0.00000	0.00000	0.00000	0.00005
66	0.99813	0.00187	0.00000	0.00000	0.00000	0.00000
67	0.99808	0.00192	0.00005	0.00000	0.00000	0.00000
68	0.99773	0.00227	0.00005	0.00000	0.00000	0.00000
69	0.99727	0.00273	0.00000	0.00000	0.00000	0.00000
70	0.99793	0.00207	0.00000	0.00000	0.00000	0.00000
71	0.99778	0.00222	0.00000	0.00000	0.00000	0.00000
72	0.99859	0.00141	0.00005	0.00000	0.00000	0.00000
73	0.99788	0.00212	0.00005	0.00000	0.00000	0.00000
74	0.99732	0.00268	0.00000	0.00000	0.00000	0.00000
75	0.99808	0.00192	0.00000	0.00000	0.00000	0.00000
76	0.99838	0.00162	0.00000	0.00000	0.00000	0.00000
77	0.99732	0.00268	0.00000	0.00000	0.00000	0.00000
78	0.99802	0.00198	0.00000	0.00000	0.00000	0.00000
79	0.99767	0.00233	0.00010	0.00000	0.00000	0.00000
80	0.99742	0.00258	0.00005	0.00000	0.00000	0.00000
81	0.99752	0.00248	0.00005	0.00000	0.00000	0.00000
82	0.99782	0.00218	0.00000	0.00000	0.00000	0.00000
83	0.99853	0.00147	0.00000	0.00000	0.00000	0.00000
84	0.99726	0.00269	0.00000	0.00000	0.00005	0.00000
85	0.99782	0.00218	0.00010	0.00000	0.00000	0.00000
86	0.99792	0.00193	0.00005	0.00000	0.00000	0.00015
87	0.99766	0.00219	0.00000	0.00000	0.00000	0.00015
88	0.99781	0.00193	0.00005	0.00000	0.00005	0.00020
89	0.99715	0.00265	0.00000	0.00000	0.00000	0.00020
90	0.99807	0.00168	0.00000	0.00000	0.00005	0.00020
91	0.99786	0.00188	0.00000	0.00000	0.00000	0.00025
92	0.99755	0.00214	0.00000	0.00005	0.00000	0.00025
93	0.99613	0.00331	0.00000	0.00000	0.00000	0.00056
94	0.99745	0.00199	0.00000	0.00000	0.00000	0.00056
95	0.99694	0.00250	0.00005	0.00000	0.00000	0.00056
96	0.99643	0.00301	0.00000	0.00000	0.00000	0.00056
97	0.99704	0.00240	0.00000	0.00000	0.00000	0.00056
98	0.99698	0.00245	0.00000	0.00000	0.00000	0.00056
99	0.99678	0.00266	0.00005	0.00000	0.00000	0.00056
100	0.99688	0.00251	0.00005	0.00000	0.00000	0.00061
101	0.99580	0.00354	0.00000	0.00000	0.00000	0.00067
102	0.99728	0.00200	0.00000	0.00000	0.00000	0.00072
103	0.99712	0.00205	0.00000	0.00005	0.00000	0.00077
104	0.99687	0.00236	0.00000	0.00000	0.00000	0.00077
105	0.99645	0.00273	0.00005	0.00000	0.00000	0.00082
106	0.99630	0.00288	0.00000	0.00000	0.00000	0.00082
107	0.99650	0.00273	0.00000	0.00000	0.00000	0.00077
108	0.99624	0.00294	0.00000	0.00000	0.00000	0.00082
109	0.99566	0.00346	0.00005	0.00000	0.00000	0.00088
110	0.99649	0.00238	0.00000	0.00000	0.00000	0.00114
111	0.99591	0.00295	0.00005	0.00000	0.00000	0.00114
112	0.99632	0.00249	0.00000	0.00000	0.00000	0.00119
113	0.99616	0.00259	0.00000	0.00000	0.00005	0.00119
114	0.99533	0.00249	0.00005	0.00000	0.00093	0.00125
115	0.99522	0.00353	0.00000	0.00000	0.00000	0.00125
116	0.99438	0.00421	0.00000	0.00005	0.00000	0.00135
117	0.99443	0.00416	0.00000	0.00005	0.00000	0.00135
