# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	245	108
+	162	125
+	164	128
+	87	71
+	214	105
+	118	89
+	120	103
+	180	123
+	121	91
+	135	121
+	229	103
+	221	86
+	212	120
+	169	131
+	177	134
+	186	108
+	215	110
+	219	111
+	132	115
+	112	89
+	156	110
+	107	93
+	123	97
+	80	63
+	110	99
+	70	35
+	216	106
+	126	123
+	116	127
+	206	121
+	138	112
+	227	131
+	192	132
+	47	4
+	235	118
+	171	134
+	149	128
+	175	113
+	99	80
+	199	120
+	89	95
+	222	119
+	246	111
+	242	112
+	157	116
+	158	115
+	250	98
+	64	33
+	90	94
+	102	110
+	188	113
+	251	105
+	226	115
+	253	85
+	79	57
+	113	94
+	148	94
+	168	103
+	114	110
+	61	25
+	203	107
+	78	54
+	244	93
+	179	125
+	167	113
+	76	50
+	117	112
+	213	114
+	241	103
+	151	121
+	129	111
+	62	28
+	145	129
+	178	101
+	207	106
+	115	87
+	147	127
+	150	134
+	196	125
+	134	106
+	239	94
+	236	97
+	237	109
+	210	109
+	247	119
+	189	117
+	248	100
+	143	93
+	218	111
+	211	112
+	208	116
+	68	46
+	97	101
+	71	34
+	161	137
+	136	111
+	232	94
+	104	97
+	137	126
+	176	116
+	220	121
+	98	93
+	225	108
+	92	75
+	193	107
+	173	106
+	183	124
+	82	66
+	83	61
+	255	86
+	195	128
+	155	119
+	66	33
+	185	106
+	209	103
+	252	99
+	240	104
+	130	111
+	204	119
+	140	112
+	191	112
+	142	139
+	103	84
+	230	115
+	249	110
+	198	108
+	91	73
+	67	35
+	159	112
+	94	89
+	88	67
+	190	117
+	228	107
+	111	96
+	201	118
+	197	110
+	146	118
+	95	93
+	182	131
+	152	92
+	187	127
+	108	106
+	172	122
+	223	109
+	84	79
+	81	65
+	86	71
+	131	124
+	154	119
+	160	104
+	133	128
+	85	60
+	96	73
+	170	130
+	194	92
+	181	117
+	127	126
+	73	41
+	243	88
+	165	100
+	254	105
+	233	98
+	224	122
+	139	113
+	125	86
+	144	125
+	205	95
+	124	110
+	53	13
+	109	104
+	128	129
+	93	89
+	77	56
+	65	36
+	56	14
+	163	120
+	256	96
+	259	107
+	105	111
+	63	20
+	75	46
+	258	93
+	166	106
+	119	107
+	101	92
+	231	77
+	200	107
+	141	120
+	55	11
+	184	102
+	100	112
+	122	119
+	234	99
+	238	85
+	106	84
+	257	86
+	202	104
+	50	8
+	174	105
+	153	104
+	217	101
+	36	4
+	72	53
+	58	15
+	74	44
+	48	8
+	260	3
+	59	19
+	45	8
+	69	44
+	60	18
+	46	9
+	52	7
+	54	12
+	44	5
+	57	16
+	41	4
+	43	4
+	51	5
+	37	5
+	40	3
+	42	4
+	31	1
+	49	3
+	39	2
+	28	1
+	38	2
+	261	1
-	153	101
-	86	73
-	198	102
-	226	102
-	171	101
-	204	119
-	233	117
-	91	81
-	176	103
-	170	117
-	222	112
-	257	91
-	235	111
-	173	127
-	256	97
-	135	103
-	216	93
-	87	59
-	212	131
-	237	133
-	247	109
-	149	104
-	181	125
-	94	91
-	207	114
-	249	107
-	165	123
-	199	122
-	132	120
-	206	112
-	191	114
-	246	86
-	168	102
-	152	122
-	77	51
-	128	116
-	162	117
-	179	115
-	245	107
-	178	116
-	51	8
-	203	135
-	99	98
-	140	121
-	98	78
-	251	86
-	102	95
-	236	101
-	167	109
-	213	124
-	248	94
-	76	64
-	194	116
-	90	81
-	92	83
-	63	26
-	79	69
-	186	115
-	215	111
-	136	118
-	211	121
-	177	127
-	208	113
-	243	107
-	241	108
-	218	105
-	219	101
-	108	91
-	107	101
-	221	117
-	119	110
-	154	118
-	255	88
-	85	80
-	112	103
-	133	101
-	105	98
-	141	124
-	146	132
-	166	126
-	117	111
-	187	105
-	230	118
-	158	109
-	210	110
-	93	72
-	172	113
-	205	99
-	148	105
-	120	93
-	110	95
-	238	98
-	164	106
-	143	112
-	58	19
-	239	110
-	53	9
-	109	115
-	65	40
-	123	116
-	137	121
-	131	115
-	197	96
-	145	119
-	185	111
-	78	69
-	240	107
-	217	109
-	80	78
-	111	107
-	209	93
-	190	119
-	121	107
-	184	112
-	97	97
-	188	129
-	139	114
-	129	113
-	227	114
-	147	123
-	157	129
-	151	110
-	163	105
-	242	102
-	104	113
-	113	99
-	89	58
-	231	101
-	183	104
-	106	93
-	161	111
-	116	115
-	224	107
-	220	107
-	155	106
-	200	128
-	229	107
-	115	89
-	74	43
-	175	122
-	259	81
-	100	84
-	195	102
-	72	37
-	192	105
-	46	6
-	126	116
-	228	113
-	114	111
-	174	106
-	101	103
-	57	16
-	202	118
-	258	81
-	196	141
-	244	88
-	82	68
-	144	120
-	127	120
-	130	130
-	88	57
-	138	103
-	250	105
-	253	89
-	96	92
-	71	44
-	189	121
-	232	96
-	122	93
-	160	103
-	95	82
-	156	114
-	142	112
-	223	101
-	252	87
-	50	13
-	201	93
-	134	101
-	150	107
-	125	115
-	254	83
-	103	83
-	182	105
-	169	97
-	70	36
-	73	51
-	180	140
-	159	118
-	193	110
-	214	101
-	118	104
-	64	27
-	75	52
-	234	89
-	260	5
-	62	32
-	81	48
-	59	18
-	225	99
-	54	7
-	84	82
-	66	18
-	67	36
-	83	63
-	68	40
-	39	6
-	124	117
-	265	1
-	55	12
-	60	14
-	56	14
-	69	41
-	52	6
-	36	2
-	44	6
-	42	5
-	49	5
-	48	2
-	61	21
-	47	7
-	261	1
-	37	2
-	43	3
-	41	5
-	45	4
-	40	4
-	33	3
-	32	1
-	31	1
