#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	968418	945052	97.59	562	0.06	198	0.02	1681	0.17	20925	2.16
Ecoli	968418	968416	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	968418	968418	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	968418	968403	100.00	0	0.00	0	0.00	0	0.00	15	0.00
Vectors	968418	965968	99.75	0	0.00	0	0.00	93	0.01	2357	0.24
Bacteria_24k	968418	952665	98.36	472	0.05	928	0.10	1115	0.12	13238	1.37
Protists_1k	968418	932806	96.33	2160	0.22	5733	0.59	808	0.08	26911	2.78
Viruses	968418	956077	98.73	13	0.00	21	0.00	1485	0.15	10822	1.12
Fungi_RefSeq_release	968418	944116	97.48	449	0.05	349	0.04	2009	0.21	21495	2.22
Coral	968418	954804	98.60	38	0.00	13	0.00	1264	0.13	12299	1.27
Bird	968418	950580	98.16	305	0.03	124	0.01	1914	0.20	15495	1.60
Plant	968418	954356	98.54	64	0.01	12	0.00	1511	0.16	12475	1.29

%Hit_no_genomes: 95.89
