#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	32297	31596	97.83	170	0.53	38	0.12	36	0.11	457	1.41
Ecoli	32297	32289	99.98	0	0.00	0	0.00	0	0.00	8	0.02
PhiX	32297	32297	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	32297	32292	99.98	0	0.00	0	0.00	0	0.00	5	0.02
Vectors	32297	32273	99.93	0	0.00	0	0.00	1	0.00	23	0.07
Bacteria_24k	32297	27700	85.76	1120	3.47	1863	5.77	133	0.41	1481	4.59
Protists_1k	32297	30212	93.54	171	0.53	103	0.32	652	2.02	1159	3.59
Viruses	32297	31954	98.94	2	0.01	0	0.00	33	0.10	308	0.95
Fungi_RefSeq_release	32297	31619	97.90	136	0.42	25	0.08	68	0.21	449	1.39
Coral	32297	31947	98.92	1	0.00	0	0.00	26	0.08	323	1.00
Bird	32297	31903	98.77	9	0.03	0	0.00	21	0.07	364	1.13
Plant	32297	31955	98.94	5	0.02	1	0.00	20	0.06	316	0.98

%Hit_no_genomes: 83.05
