#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	70978	68956	97.15	48	0.07	18	0.03	100	0.14	1856	2.61
Ecoli	70978	70917	99.91	0	0.00	0	0.00	7	0.01	54	0.08
PhiX	70978	70978	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	70978	70972	99.99	0	0.00	0	0.00	0	0.00	6	0.01
Vectors	70978	70890	99.87	0	0.00	0	0.00	6	0.01	82	0.12
Bacteria_24k	70978	68247	96.14	289	0.41	601	0.85	132	0.19	1709	2.41
Protists_1k	70978	67693	95.37	171	0.24	389	0.55	156	0.22	2569	3.62
Viruses	70978	69527	97.95	42	0.06	44	0.06	139	0.20	1226	1.73
Fungi_RefSeq_release	70978	68733	96.84	28	0.04	34	0.05	164	0.23	2019	2.84
Coral	70978	69728	98.25	2	0.00	2	0.00	94	0.13	1152	1.62
Bird	70978	69356	97.72	28	0.04	17	0.02	208	0.29	1369	1.93
Plant	70978	69745	98.26	4	0.01	0	0.00	85	0.12	1144	1.61

%Hit_no_genomes: 93.66
