#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	4464	4283	95.95	13	0.29	3	0.07	6	0.13	159	3.56
Ecoli	4464	4464	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	4464	4464	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	4464	4463	99.98	0	0.00	0	0.00	0	0.00	1	0.02
Vectors	4464	4462	99.96	0	0.00	0	0.00	0	0.00	2	0.04
Bacteria_24k	4464	4181	93.67	21	0.47	72	1.61	6	0.13	184	4.12
Protists_1k	4464	4200	94.09	12	0.27	13	0.29	30	0.67	209	4.68
Viruses	4464	4339	97.20	0	0.00	1	0.02	3	0.07	121	2.71
Fungi_RefSeq_release	4464	4295	96.21	3	0.07	0	0.00	9	0.20	157	3.52
Coral	4464	4331	97.03	1	0.02	0	0.00	6	0.13	126	2.82
Bird	4464	4318	96.73	1	0.02	0	0.00	9	0.20	136	3.05
Plant	4464	4332	97.05	0	0.00	0	0.00	5	0.11	127	2.84

%Hit_no_genomes: 91.44
