#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	349070	342627	98.15	115	0.03	27	0.01	275	0.08	6026	1.73
Ecoli	349070	348931	99.96	0	0.00	0	0.00	2	0.00	137	0.04
PhiX	349070	349070	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	349070	349037	99.99	0	0.00	0	0.00	0	0.00	33	0.01
Vectors	349070	348955	99.97	1	0.00	0	0.00	9	0.00	105	0.03
Bacteria_24k	349070	338078	96.86	820	0.23	1952	0.56	768	0.22	7452	2.13
Protists_1k	349070	332386	95.22	2714	0.78	1579	0.45	2387	0.68	10004	2.87
Viruses	349070	343213	98.32	22	0.01	9	0.00	801	0.23	5025	1.44
Fungi_RefSeq_release	349070	341241	97.76	195	0.06	68	0.02	607	0.17	6959	1.99
Coral	349070	343747	98.48	3	0.00	2	0.00	316	0.09	5002	1.43
Bird	349070	343674	98.45	21	0.01	5	0.00	426	0.12	4944	1.42
Plant	349070	336368	96.37	710	0.20	2031	0.58	395	0.11	9566	2.74

%Hit_no_genomes: 93.44
