#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	277755	273310	98.41	197	0.07	66	0.02	402	0.14	3780	1.36
Ecoli	277755	277755	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	277755	277755	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	277755	277738	99.99	0	0.00	0	0.00	0	0.00	17	0.01
Vectors	277755	277521	99.91	0	0.00	0	0.00	20	0.01	214	0.08
Bacteria_24k	277755	274684	98.89	74	0.03	218	0.08	281	0.10	2498	0.90
Protists_1k	277755	271017	97.58	545	0.20	1119	0.40	232	0.08	4842	1.74
Viruses	277755	275606	99.23	5	0.00	2	0.00	302	0.11	1840	0.66
Fungi_RefSeq_release	277755	273296	98.40	116	0.04	67	0.02	406	0.15	3870	1.39
Coral	277755	275227	99.09	14	0.01	6	0.00	256	0.09	2252	0.81
Bird	277755	274534	98.84	94	0.03	20	0.01	526	0.19	2581	0.93
Plant	277755	275416	99.15	20	0.01	2	0.00	323	0.12	1994	0.72

%Hit_no_genomes: 97.17
