#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	185955	170290	91.58	142	0.08	41	0.02	325	0.17	15157	8.15
Ecoli	185955	185945	99.99	0	0.00	0	0.00	0	0.00	10	0.01
PhiX	185955	185955	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	185955	185247	99.62	0	0.00	0	0.00	0	0.00	708	0.38
Vectors	185955	184446	99.19	7	0.00	2	0.00	21	0.01	1479	0.80
Bacteria_24k	185955	167301	89.96	921	0.50	1739	0.94	404	0.22	15590	8.38
Protists_1k	185955	166167	89.36	496	0.27	752	0.40	899	0.48	17641	9.49
Viruses	185955	172135	92.58	4	0.00	4	0.00	415	0.22	13397	7.20
Fungi_RefSeq_release	185955	169451	91.12	92	0.05	16	0.01	372	0.20	16024	8.62
Coral	185955	172033	92.52	9	0.00	4	0.00	315	0.17	13594	7.31
Bird	185955	171272	92.10	28	0.02	5	0.00	346	0.19	14304	7.69
Plant	185955	172461	92.74	6	0.00	1	0.00	421	0.23	13066	7.03

%Hit_no_genomes: 87.66
