#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	238940	235699	98.64	163	0.07	45	0.02	358	0.15	2675	1.12
Ecoli	238940	238915	99.99	0	0.00	0	0.00	4	0.00	21	0.01
PhiX	238940	238940	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	238940	238933	100.00	0	0.00	0	0.00	0	0.00	7	0.00
Vectors	238940	238850	99.96	1	0.00	0	0.00	4	0.00	85	0.04
Bacteria_24k	238940	203227	85.06	7122	2.98	15294	6.40	937	0.39	12360	5.17
Protists_1k	238940	221611	92.74	1589	0.67	708	0.30	6443	2.70	8589	3.59
Viruses	238940	237292	99.31	8	0.00	1	0.00	189	0.08	1450	0.61
Fungi_RefSeq_release	238940	235195	98.44	120	0.05	33	0.01	503	0.21	3089	1.29
Coral	238940	237001	99.20	9	0.00	2	0.00	271	0.11	1657	0.69
Bird	238940	236317	98.90	36	0.02	6	0.00	388	0.16	2193	0.92
Plant	238940	236889	99.14	15	0.01	1	0.00	331	0.14	1704	0.71

%Hit_no_genomes: 83.13
