#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	2565708	2515570	98.05	1341	0.05	347	0.01	3016	0.12	45434	1.77
Ecoli	2565708	2565679	100.00	0	0.00	0	0.00	8	0.00	21	0.00
PhiX	2565708	2565708	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	2565708	2565576	100.00	0	0.00	0	0.00	31	0.00	101	0.00
Vectors	2565708	2563917	99.93	1	0.00	2	0.00	79	0.00	1709	0.07
Bacteria_24k	2565708	2494546	97.22	11013	0.43	14028	0.55	2851	0.11	43270	1.69
Protists_1k	2565708	2486426	96.90	6034	0.24	8469	0.33	6106	0.24	58673	2.29
Viruses	2565708	2532138	98.70	63	0.00	20	0.00	2408	0.09	31079	1.21
Fungi_RefSeq_release	2565708	2513095	97.95	915	0.04	328	0.01	3593	0.14	47777	1.86
Coral	2565708	2528008	98.53	133	0.01	48	0.00	2267	0.09	35252	1.37
Bird	2565708	2523686	98.37	492	0.02	85	0.00	3168	0.12	38277	1.49
Plant	2565708	2531663	98.67	171	0.01	29	0.00	2497	0.10	31348	1.22

%Hit_no_genomes: 95.73
