#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	44903	43809	97.57	38	0.08	11	0.02	62	0.14	983	2.19
Ecoli	44903	44888	99.97	0	0.00	0	0.00	2	0.00	13	0.03
PhiX	44903	44903	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	44903	44902	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	44903	44860	99.91	0	0.00	1	0.00	2	0.00	40	0.09
Bacteria_24k	44903	42219	94.02	518	1.15	791	1.76	115	0.26	1260	2.81
Protists_1k	44903	42732	95.16	133	0.30	225	0.50	286	0.64	1527	3.40
Viruses	44903	44212	98.46	1	0.00	4	0.01	59	0.13	627	1.40
Fungi_RefSeq_release	44903	43745	97.42	22	0.05	22	0.05	86	0.19	1028	2.29
Coral	44903	44252	98.56	1	0.00	1	0.00	41	0.09	608	1.35
Bird	44903	44037	98.07	10	0.02	9	0.02	119	0.27	728	1.62
Plant	44903	44250	98.55	2	0.00	0	0.00	55	0.12	596	1.33

%Hit_no_genomes: 91.87
