#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	1789265	1749264	97.77	886	0.05	221	0.01	2307	0.13	36587	2.04
Ecoli	1789265	1789241	100.00	0	0.00	0	0.00	5	0.00	19	0.00
PhiX	1789265	1789265	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	1789265	1789221	100.00	0	0.00	0	0.00	2	0.00	42	0.00
Vectors	1789265	1787870	99.92	0	0.00	2	0.00	46	0.00	1347	0.08
Bacteria_24k	1789265	1737835	97.13	6656	0.37	9212	0.51	1921	0.11	33641	1.88
Protists_1k	1789265	1728900	96.62	4053	0.23	6168	0.34	3855	0.22	46289	2.59
Viruses	1789265	1761670	98.46	47	0.00	12	0.00	1761	0.10	25775	1.44
Fungi_RefSeq_release	1789265	1747447	97.66	659	0.04	233	0.01	2615	0.15	38311	2.14
Coral	1789265	1758892	98.31	85	0.00	39	0.00	1761	0.10	28488	1.59
Bird	1789265	1755625	98.12	390	0.02	39	0.00	2450	0.14	30761	1.72
Plant	1789265	1761228	98.43	97	0.01	17	0.00	1865	0.10	26058	1.46

%Hit_no_genomes: 95.54
