#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	16498	15963	96.75	79	0.48	11	0.07	20	0.12	425	2.58
Ecoli	16498	16498	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	16498	16498	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	16498	16477	99.87	0	0.00	0	0.00	0	0.00	21	0.13
Vectors	16498	16460	99.77	0	0.00	0	0.00	2	0.01	36	0.22
Bacteria_24k	16498	14295	86.64	424	2.57	751	4.55	57	0.35	971	5.89
Protists_1k	16498	15237	92.36	72	0.44	45	0.27	284	1.72	860	5.21
Viruses	16498	16134	97.79	0	0.00	0	0.00	16	0.10	348	2.11
Fungi_RefSeq_release	16498	16018	97.09	8	0.05	3	0.02	31	0.19	438	2.65
Coral	16498	16151	97.89	1	0.01	0	0.00	15	0.09	331	2.01
Bird	16498	16115	97.67	1	0.01	1	0.01	17	0.10	364	2.21
Plant	16498	16141	97.84	0	0.00	0	0.00	20	0.12	337	2.04

%Hit_no_genomes: 84.54
