#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	729065	713602	97.88	443	0.06	163	0.02	1098	0.15	13759	1.89
Ecoli	729065	729065	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	729065	729065	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	729065	729054	100.00	0	0.00	0	0.00	0	0.00	11	0.00
Vectors	729065	728425	99.91	0	0.00	3	0.00	46	0.01	591	0.08
Bacteria_24k	729065	718515	98.55	267	0.04	387	0.05	801	0.11	9095	1.25
Protists_1k	729065	705235	96.74	1628	0.22	4083	0.56	540	0.07	17579	2.41
Viruses	729065	720800	98.87	16	0.00	5	0.00	1342	0.18	6902	0.95
Fungi_RefSeq_release	729065	712782	97.77	336	0.05	255	0.03	1472	0.20	14220	1.95
Coral	729065	719912	98.74	40	0.01	12	0.00	774	0.11	8327	1.14
Bird	729065	717242	98.38	245	0.03	70	0.01	1696	0.23	9812	1.35
Plant	729065	720664	98.84	42	0.01	8	0.00	1069	0.15	7282	1.00

%Hit_no_genomes: 96.35
