#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	347104	340195	98.01	215	0.06	59	0.02	551	0.16	6084	1.75
Ecoli	347104	347103	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	347104	347104	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	347104	347090	100.00	0	0.00	0	0.00	1	0.00	13	0.00
Vectors	347104	346796	99.91	0	0.00	0	0.00	20	0.01	288	0.08
Bacteria_24k	347104	341643	98.43	309	0.09	474	0.14	396	0.11	4282	1.23
Protists_1k	347104	336172	96.86	804	0.23	1779	0.51	329	0.09	8020	2.31
Viruses	347104	343505	98.97	12	0.00	6	0.00	544	0.16	3037	0.87
Fungi_RefSeq_release	347104	339601	97.84	189	0.05	93	0.03	698	0.20	6523	1.88
Coral	347104	342966	98.81	21	0.01	8	0.00	389	0.11	3720	1.07
Bird	347104	341835	98.48	115	0.03	30	0.01	698	0.20	4426	1.28
Plant	347104	343246	98.89	13	0.00	4	0.00	507	0.15	3334	0.96

%Hit_no_genomes: 96.34
