#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	21862	21418	97.96	43	0.20	17	0.08	37	0.17	347	1.59
Ecoli	21862	21862	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	21862	21862	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	21862	21848	99.94	0	0.00	0	0.00	0	0.00	14	0.06
Vectors	21862	21831	99.86	0	0.00	0	0.00	1	0.00	30	0.14
Bacteria_24k	21862	21212	97.02	93	0.43	187	0.86	36	0.16	334	1.53
Protists_1k	21862	21137	96.69	63	0.29	88	0.40	75	0.34	499	2.28
Viruses	21862	21639	98.98	0	0.00	0	0.00	32	0.15	191	0.87
Fungi_RefSeq_release	21862	21454	98.13	11	0.05	5	0.02	45	0.21	347	1.59
Coral	21862	21631	98.94	0	0.00	0	0.00	24	0.11	207	0.95
Bird	21862	21555	98.60	2	0.01	1	0.00	46	0.21	258	1.18
Plant	21862	21637	98.98	1	0.00	0	0.00	33	0.15	191	0.87

%Hit_no_genomes: 94.96
