#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	87705	78240	89.20	369	0.42	79	0.09	31	0.04	8986	10.25
Ecoli	87705	87682	99.97	0	0.00	0	0.00	7	0.01	16	0.02
PhiX	87705	87705	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	87705	87439	99.70	0	0.00	0	0.00	11	0.01	255	0.29
Vectors	87705	87333	99.57	0	0.00	0	0.00	5	0.01	367	0.42
Bacteria_24k	87705	59028	67.30	4384	5.00	8299	9.46	619	0.71	15375	17.53
Protists_1k	87705	70410	80.28	759	0.87	200	0.23	3185	3.63	13151	14.99
Viruses	87705	78866	89.93	4	0.00	4	0.00	141	0.16	8690	9.91
Fungi_RefSeq_release	87705	78031	88.96	139	0.16	50	0.06	216	0.25	9269	10.57
Coral	87705	79002	90.08	1	0.00	0	0.00	72	0.08	8630	9.84
Bird	87705	78851	89.91	2	0.00	0	0.00	47	0.05	8805	10.04
Plant	87705	79048	90.13	1	0.00	0	0.00	73	0.08	8583	9.79

%Hit_no_genomes: 65.00
