#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	175751	173927	98.96	136	0.08	32	0.02	226	0.13	1430	0.81
Ecoli	175751	175747	100.00	0	0.00	0	0.00	1	0.00	3	0.00
PhiX	175751	175751	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	175751	175750	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	175751	175673	99.95	0	0.00	0	0.00	11	0.01	67	0.04
Bacteria_24k	175751	168666	95.98	1660	0.94	2590	1.47	251	0.14	2584	1.47
Protists_1k	175751	170973	97.28	487	0.28	507	0.29	974	0.55	2810	1.60
Viruses	175751	174906	99.51	12	0.01	1	0.00	116	0.07	716	0.41
Fungi_RefSeq_release	175751	173923	98.96	59	0.03	19	0.01	255	0.15	1495	0.85
Coral	175751	174648	99.37	9	0.01	4	0.00	134	0.08	956	0.54
Bird	175751	174395	99.23	43	0.02	9	0.01	214	0.12	1090	0.62
Plant	175751	174792	99.45	10	0.01	1	0.00	139	0.08	809	0.46

%Hit_no_genomes: 94.59
