#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	21290	20457	96.09	280	1.32	68	0.32	22	0.10	463	2.17
Ecoli	21290	21285	99.98	0	0.00	0	0.00	1	0.00	4	0.02
PhiX	21290	21290	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	21290	21286	99.98	0	0.00	0	0.00	0	0.00	4	0.02
Vectors	21290	21272	99.91	0	0.00	0	0.00	2	0.01	16	0.08
Bacteria_24k	21290	19308	90.69	297	1.40	869	4.08	70	0.33	746	3.50
Protists_1k	21290	20061	94.23	111	0.52	66	0.31	243	1.14	809	3.80
Viruses	21290	21025	98.75	2	0.01	2	0.01	32	0.15	229	1.08
Fungi_RefSeq_release	21290	20863	97.99	11	0.05	4	0.02	49	0.23	363	1.71
Coral	21290	21037	98.81	1	0.00	0	0.00	12	0.06	240	1.13
Bird	21290	20965	98.47	6	0.03	1	0.00	33	0.16	285	1.34
Plant	21290	21051	98.88	3	0.01	0	0.00	26	0.12	210	0.99

%Hit_no_genomes: 86.86
