#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	46034	45511	98.87	120	0.26	33	0.07	19	0.04	351	0.76
Ecoli	46034	46020	99.97	0	0.00	0	0.00	2	0.00	12	0.03
PhiX	46034	46034	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	46034	45986	99.90	0	0.00	0	0.00	0	0.00	48	0.10
Vectors	46034	45972	99.86	0	0.00	0	0.00	3	0.01	59	0.13
Bacteria_24k	46034	31318	68.02	2364	5.14	6899	14.99	348	0.76	5105	11.09
Protists_1k	46034	40124	87.16	250	0.54	119	0.26	2177	4.73	3364	7.31
Viruses	46034	45654	99.17	7	0.02	2	0.00	40	0.09	331	0.72
Fungi_RefSeq_release	46034	45418	98.66	21	0.05	6	0.01	161	0.35	428	0.93
Coral	46034	45754	99.40	0	0.00	0	0.00	11	0.02	269	0.58
Bird	46034	45737	99.36	4	0.01	0	0.00	16	0.03	277	0.60
Plant	46034	45757	99.40	0	0.00	0	0.00	13	0.03	264	0.57

%Hit_no_genomes: 66.54
