#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	77851	75518	97.00	107	0.14	26	0.03	107	0.14	2093	2.69
Ecoli	77851	77830	99.97	0	0.00	0	0.00	8	0.01	13	0.02
PhiX	77851	77851	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	77851	77763	99.89	0	0.00	0	0.00	1	0.00	87	0.11
Vectors	77851	77671	99.77	0	0.00	0	0.00	2	0.00	178	0.23
Bacteria_24k	77851	67743	87.01	1742	2.24	3439	4.42	289	0.37	4638	5.96
Protists_1k	77851	71694	92.10	405	0.52	206	0.26	1350	1.73	4196	5.39
Viruses	77851	76081	97.73	0	0.00	1	0.00	100	0.13	1669	2.14
Fungi_RefSeq_release	77851	75432	96.90	49	0.06	8	0.01	159	0.20	2203	2.83
Coral	77851	76096	97.74	6	0.01	1	0.00	67	0.09	1681	2.16
Bird	77851	75918	97.52	8	0.01	2	0.00	84	0.11	1839	2.36
Plant	77851	76107	97.76	9	0.01	1	0.00	85	0.11	1649	2.12

%Hit_no_genomes: 85.09
