#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	402236	396058	98.46	337	0.08	105	0.03	553	0.14	5183	1.29
Ecoli	402236	402236	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	402236	402236	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	402236	402209	99.99	0	0.00	0	0.00	0	0.00	27	0.01
Vectors	402236	401927	99.92	0	0.00	0	0.00	31	0.01	278	0.07
Bacteria_24k	402236	397954	98.94	103	0.03	339	0.08	339	0.08	3501	0.87
Protists_1k	402236	392490	97.58	834	0.21	1703	0.42	376	0.09	6833	1.70
Viruses	402236	399257	99.27	6	0.00	10	0.00	422	0.10	2541	0.63
Fungi_RefSeq_release	402236	395869	98.43	178	0.04	92	0.02	652	0.16	5445	1.35
Coral	402236	398795	99.14	22	0.01	2	0.00	357	0.09	3060	0.76
Bird	402236	397745	98.88	133	0.03	36	0.01	707	0.18	3615	0.90
Plant	402236	399028	99.20	28	0.01	3	0.00	457	0.11	2720	0.68

%Hit_no_genomes: 97.16
