#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	3435	3287	95.70	44	1.28	8	0.23	9	0.26	87	2.53
Ecoli	3435	3434	99.97	0	0.00	0	0.00	0	0.00	1	0.03
PhiX	3435	3435	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	3435	3434	99.97	0	0.00	0	0.00	0	0.00	1	0.03
Vectors	3435	3432	99.91	0	0.00	0	0.00	0	0.00	3	0.09
Bacteria_24k	3435	3261	94.93	16	0.47	60	1.75	8	0.23	90	2.62
Protists_1k	3435	3268	95.14	13	0.38	10	0.29	20	0.58	124	3.61
Viruses	3435	3379	98.37	0	0.00	0	0.00	4	0.12	52	1.51
Fungi_RefSeq_release	3435	3339	97.20	1	0.03	0	0.00	13	0.38	82	2.39
Coral	3435	3378	98.34	0	0.00	0	0.00	5	0.15	52	1.51
Bird	3435	3361	97.84	2	0.06	0	0.00	12	0.35	60	1.75
Plant	3435	3378	98.34	0	0.00	0	0.00	2	0.06	55	1.60

%Hit_no_genomes: 91.27
