#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	34680	33999	98.03	27	0.08	3	0.01	62	0.18	589	1.70
Ecoli	34680	34669	99.96	0	0.00	0	0.00	2	0.01	9	0.03
PhiX	34680	34680	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	34680	34679	100.00	0	0.00	0	0.00	0	0.00	1	0.00
Vectors	34680	34651	99.91	0	0.00	0	0.00	2	0.01	27	0.08
Bacteria_24k	34680	34013	98.07	61	0.18	119	0.34	55	0.16	432	1.25
Protists_1k	34680	33598	96.88	66	0.19	166	0.48	45	0.13	805	2.32
Viruses	34680	34317	98.95	1	0.00	2	0.01	54	0.16	306	0.88
Fungi_RefSeq_release	34680	33980	97.97	16	0.05	13	0.04	62	0.18	609	1.76
Coral	34680	34294	98.88	2	0.01	0	0.00	42	0.12	342	0.99
Bird	34680	34168	98.52	16	0.05	6	0.02	63	0.18	427	1.23
Plant	34680	34313	98.94	0	0.00	2	0.01	46	0.13	319	0.92

%Hit_no_genomes: 96.06
