#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	192976	189483	98.20	142	0.07	28	0.01	295	0.15	3028	1.57
Ecoli	192976	192970	100.00	0	0.00	0	0.00	2	0.00	4	0.00
PhiX	192976	192976	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	192976	192762	99.89	0	0.00	0	0.00	0	0.00	214	0.11
Vectors	192976	192428	99.71	0	0.00	0	0.00	15	0.01	533	0.28
Bacteria_24k	192976	189394	98.14	287	0.15	614	0.32	188	0.10	2493	1.29
Protists_1k	192976	187290	97.05	378	0.20	767	0.40	332	0.17	4209	2.18
Viruses	192976	190916	98.93	0	0.00	3	0.00	214	0.11	1843	0.96
Fungi_RefSeq_release	192976	189231	98.06	89	0.05	39	0.02	337	0.17	3280	1.70
Coral	192976	190858	98.90	20	0.01	3	0.00	210	0.11	1885	0.98
Bird	192976	190248	98.59	85	0.04	23	0.01	308	0.16	2312	1.20
Plant	192976	190817	98.88	14	0.01	3	0.00	252	0.13	1890	0.98

%Hit_no_genomes: 96.27
