#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	503275	492528	97.86	527	0.10	126	0.03	851	0.17	9243	1.84
Ecoli	503275	503274	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	503275	503275	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	503275	503265	100.00	0	0.00	0	0.00	1	0.00	9	0.00
Vectors	503275	502693	99.88	0	0.00	0	0.00	44	0.01	538	0.11
Bacteria_24k	503275	495476	98.45	349	0.07	561	0.11	562	0.11	6327	1.26
Protists_1k	503275	487433	96.86	1128	0.22	2365	0.47	513	0.10	11836	2.35
Viruses	503275	497600	98.88	12	0.00	6	0.00	769	0.15	4888	0.97
Fungi_RefSeq_release	503275	492510	97.86	221	0.04	133	0.03	969	0.19	9442	1.88
Coral	503275	497033	98.77	25	0.00	14	0.00	551	0.11	5652	1.12
Bird	503275	495178	98.39	177	0.04	56	0.01	1097	0.22	6767	1.34
Plant	503275	497269	98.81	39	0.01	5	0.00	719	0.14	5243	1.04

%Hit_no_genomes: 96.33
