#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	192909	190418	98.71	124	0.06	33	0.02	221	0.11	2113	1.10
Ecoli	192909	192909	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	192909	192909	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	192909	192906	100.00	0	0.00	0	0.00	0	0.00	3	0.00
Vectors	192909	192803	99.95	0	0.00	0	0.00	8	0.00	98	0.05
Bacteria_24k	192909	191164	99.10	67	0.03	169	0.09	130	0.07	1379	0.71
Protists_1k	192909	189001	97.97	326	0.17	705	0.37	140	0.07	2737	1.42
Viruses	192909	191709	99.38	3	0.00	1	0.00	159	0.08	1037	0.54
Fungi_RefSeq_release	192909	190353	98.68	86	0.04	37	0.02	271	0.14	2162	1.12
Coral	192909	191488	99.27	9	0.00	3	0.00	131	0.07	1278	0.66
Bird	192909	191108	99.06	49	0.03	17	0.01	266	0.14	1469	0.76
Plant	192909	191614	99.33	8	0.00	2	0.00	156	0.08	1129	0.59

%Hit_no_genomes: 97.60
