#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	336046	328774	97.83	226	0.07	75	0.02	701	0.21	6270	1.87
Ecoli	336046	336037	100.00	0	0.00	0	0.00	2	0.00	7	0.00
PhiX	336046	336046	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	336046	336042	100.00	0	0.00	0	0.00	1	0.00	3	0.00
Vectors	336046	335774	99.92	0	0.00	0	0.00	25	0.01	247	0.07
Bacteria_24k	336046	323989	96.41	1819	0.54	3113	0.93	739	0.22	6386	1.90
Protists_1k	336046	322716	96.03	963	0.29	1539	0.46	1381	0.41	9447	2.81
Viruses	336046	332276	98.87	27	0.01	28	0.01	471	0.14	3244	0.97
Fungi_RefSeq_release	336046	328319	97.70	165	0.05	105	0.03	752	0.22	6705	2.00
Coral	336046	331825	98.74	20	0.01	5	0.00	391	0.12	3805	1.13
Bird	336046	330228	98.26	122	0.04	23	0.01	867	0.26	4806	1.43
Plant	336046	331687	98.70	29	0.01	1	0.00	572	0.17	3757	1.12

%Hit_no_genomes: 94.24
