#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	148372	145507	98.06	146	0.10	45	0.03	230	0.16	2444	1.65
Ecoli	148372	148368	100.00	0	0.00	0	0.00	1	0.00	3	0.00
PhiX	148372	148372	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	148372	148368	100.00	0	0.00	0	0.00	0	0.00	4	0.00
Vectors	148372	148250	99.92	0	0.00	0	0.00	12	0.01	110	0.07
Bacteria_24k	148372	145945	98.37	180	0.12	358	0.24	151	0.10	1738	1.17
Protists_1k	148372	143964	97.03	319	0.22	643	0.43	196	0.13	3250	2.19
Viruses	148372	146893	99.01	3	0.00	5	0.00	208	0.14	1263	0.85
Fungi_RefSeq_release	148372	145534	98.08	69	0.05	41	0.03	298	0.20	2430	1.64
Coral	148372	146882	99.00	6	0.00	2	0.00	160	0.11	1322	0.89
Bird	148372	146373	98.65	37	0.02	15	0.01	350	0.24	1597	1.08
Plant	148372	146919	99.03	6	0.00	2	0.00	163	0.11	1282	0.86

%Hit_no_genomes: 96.35
