#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	204957	199052	97.12	131	0.06	39	0.02	290	0.14	5445	2.66
Ecoli	204957	204884	99.96	0	0.00	0	0.00	21	0.01	52	0.03
PhiX	204957	204957	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	204957	204952	100.00	0	0.00	0	0.00	1	0.00	4	0.00
Vectors	204957	204750	99.90	0	0.00	0	0.00	19	0.01	188	0.09
Bacteria_24k	204957	197802	96.50	506	0.25	1612	0.79	309	0.15	4728	2.31
Protists_1k	204957	195982	95.63	478	0.23	1007	0.49	431	0.21	7059	3.44
Viruses	204957	201011	98.08	28	0.01	48	0.02	473	0.23	3397	1.66
Fungi_RefSeq_release	204957	198837	97.02	100	0.05	64	0.03	435	0.21	5521	2.69
Coral	204957	201281	98.20	11	0.01	2	0.00	239	0.12	3424	1.67
Bird	204957	200150	97.65	118	0.06	38	0.02	581	0.28	4070	1.99
Plant	204957	201301	98.23	8	0.00	4	0.00	297	0.14	3347	1.63

%Hit_no_genomes: 94.21
