#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	181513	177790	97.95	146	0.08	40	0.02	266	0.15	3271	1.80
Ecoli	181513	181509	100.00	0	0.00	0	0.00	3	0.00	1	0.00
PhiX	181513	181513	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	181513	181445	99.96	0	0.00	0	0.00	2	0.00	66	0.04
Vectors	181513	181167	99.81	0	0.00	0	0.00	12	0.01	334	0.18
Bacteria_24k	181513	178280	98.23	200	0.11	372	0.20	186	0.10	2475	1.36
Protists_1k	181513	176092	97.02	345	0.19	675	0.37	220	0.12	4181	2.30
Viruses	181513	179308	98.78	3	0.00	0	0.00	212	0.12	1990	1.10
Fungi_RefSeq_release	181513	177697	97.90	82	0.05	44	0.02	276	0.15	3414	1.88
Coral	181513	179179	98.72	8	0.00	8	0.00	160	0.09	2158	1.19
Bird	181513	178642	98.41	51	0.03	14	0.01	286	0.16	2520	1.39
Plant	181513	179110	98.68	10	0.01	5	0.00	262	0.14	2126	1.17

%Hit_no_genomes: 96.41
