#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	32453	31846	98.14	33	0.10	11	0.03	43	0.13	520	1.60
Ecoli	32453	32452	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	32453	32453	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	32453	32451	99.99	0	0.00	0	0.00	0	0.00	2	0.01
Vectors	32453	32423	99.90	0	0.00	0	0.00	2	0.01	28	0.09
Bacteria_24k	32453	31776	97.91	84	0.26	143	0.44	38	0.12	412	1.27
Protists_1k	32453	31456	96.93	89	0.27	162	0.50	56	0.17	690	2.13
Viruses	32453	32118	98.97	0	0.00	0	0.00	49	0.15	286	0.88
Fungi_RefSeq_release	32453	31843	98.12	16	0.05	9	0.03	66	0.20	519	1.60
Coral	32453	32127	99.00	1	0.00	0	0.00	26	0.08	299	0.92
Bird	32453	32012	98.65	11	0.03	3	0.01	79	0.24	348	1.07
Plant	32453	32114	98.95	3	0.01	0	0.00	44	0.14	292	0.90

%Hit_no_genomes: 95.86
