#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	689093	675451	98.02	578	0.08	199	0.03	1007	0.15	11858	1.72
Ecoli	689093	689091	100.00	0	0.00	0	0.00	0	0.00	2	0.00
PhiX	689093	689093	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	689093	689083	100.00	0	0.00	0	0.00	1	0.00	9	0.00
Vectors	689093	688527	99.91	0	0.00	0	0.00	42	0.01	524	0.08
Bacteria_24k	689093	679899	98.67	250	0.04	361	0.05	786	0.11	7797	1.13
Protists_1k	689093	668369	96.99	1448	0.21	3523	0.51	532	0.08	15221	2.21
Viruses	689093	682268	99.01	13	0.00	7	0.00	1082	0.16	5723	0.83
Fungi_RefSeq_release	689093	674923	97.94	329	0.05	190	0.03	1324	0.19	12327	1.79
Coral	689093	681199	98.86	31	0.00	17	0.00	696	0.10	7150	1.04
Bird	689093	678891	98.52	215	0.03	63	0.01	1505	0.22	8419	1.22
Plant	689093	681881	98.95	38	0.01	7	0.00	951	0.14	6216	0.90

%Hit_no_genomes: 96.59
