#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	34723	34168	98.39	86	0.25	16	0.05	45	0.13	408	1.18
Ecoli	34723	34723	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	34723	34723	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	34723	34716	99.98	0	0.00	0	0.00	1	0.00	6	0.02
Vectors	34723	34698	99.93	0	0.00	0	0.00	3	0.01	22	0.06
Bacteria_24k	34723	34240	98.61	33	0.10	105	0.30	32	0.09	313	0.90
Protists_1k	34723	33920	97.69	64	0.18	112	0.32	51	0.15	576	1.66
Viruses	34723	34469	99.26	2	0.01	0	0.00	38	0.11	214	0.62
Fungi_RefSeq_release	34723	34226	98.56	9	0.03	6	0.02	51	0.15	431	1.24
Coral	34723	34456	99.23	2	0.01	0	0.00	28	0.08	237	0.68
Bird	34723	34396	99.06	8	0.02	2	0.01	46	0.13	271	0.78
Plant	34723	34455	99.23	1	0.00	1	0.00	37	0.11	229	0.66

%Hit_no_genomes: 96.86
