#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	579798	569538	98.23	694	0.12	184	0.03	856	0.15	8526	1.47
Ecoli	579798	579797	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	579798	579798	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	579798	579291	99.91	0	0.00	0	0.00	6	0.00	501	0.09
Vectors	579798	578295	99.74	0	0.00	1	0.00	66	0.01	1436	0.25
Bacteria_24k	579798	572907	98.82	180	0.03	316	0.05	511	0.09	5884	1.01
Protists_1k	579798	564839	97.43	1127	0.19	2152	0.37	417	0.07	11263	1.94
Viruses	579798	574234	99.04	8	0.00	2	0.00	593	0.10	4961	0.86
Fungi_RefSeq_release	579798	569524	98.22	218	0.04	117	0.02	963	0.17	8976	1.55
Coral	579798	573902	98.98	29	0.01	9	0.00	601	0.10	5257	0.91
Bird	579798	572342	98.72	176	0.03	49	0.01	942	0.16	6289	1.08
Plant	579798	573841	98.98	49	0.01	10	0.00	665	0.11	5233	0.90

%Hit_no_genomes: 96.99
