#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	225058	220847	98.13	134	0.06	45	0.02	343	0.15	3689	1.64
Ecoli	225058	225058	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	225058	225058	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	225058	224946	99.95	0	0.00	0	0.00	0	0.00	112	0.05
Vectors	225058	224537	99.77	2	0.00	1	0.00	22	0.01	496	0.22
Bacteria_24k	225058	221820	98.56	157	0.07	299	0.13	238	0.11	2544	1.13
Protists_1k	225058	218786	97.22	447	0.20	888	0.39	200	0.09	4737	2.10
Viruses	225058	222777	98.99	2	0.00	4	0.00	207	0.09	2068	0.92
Fungi_RefSeq_release	225058	220726	98.07	104	0.05	28	0.01	405	0.18	3795	1.69
Coral	225058	222548	98.89	19	0.01	4	0.00	234	0.10	2253	1.00
Bird	225058	221766	98.54	75	0.03	16	0.01	416	0.18	2785	1.24
Plant	225058	222564	98.89	13	0.01	0	0.00	268	0.12	2213	0.98

%Hit_no_genomes: 96.72
