#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	648326	637928	98.40	656	0.10	173	0.03	1110	0.17	8459	1.30
Ecoli	648326	648287	100.00	0	0.00	0	0.00	13	0.00	26	0.00
PhiX	648326	648326	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	648326	648290	99.99	0	0.00	0	0.00	3	0.00	33	0.01
Vectors	648326	647998	99.95	0	0.00	0	0.00	38	0.01	290	0.04
Bacteria_24k	648326	591338	91.22	9680	1.49	24168	3.73	1648	0.25	21492	3.31
Protists_1k	648326	614027	94.70	2913	0.45	2376	0.37	10154	1.57	18856	2.91
Viruses	648326	643339	99.24	27	0.00	4	0.00	648	0.10	4308	0.66
Fungi_RefSeq_release	648326	637440	98.32	335	0.05	123	0.02	1408	0.22	9020	1.39
Coral	648326	642719	99.14	58	0.01	7	0.00	739	0.11	4803	0.74
Bird	648326	640607	98.81	156	0.02	15	0.00	1352	0.21	6196	0.96
Plant	648326	642555	99.11	50	0.01	5	0.00	978	0.15	4738	0.73

%Hit_no_genomes: 89.18
