#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	427949	422106	98.63	217	0.05	72	0.02	553	0.13	5001	1.17
Ecoli	427949	427946	100.00	0	0.00	0	0.00	1	0.00	2	0.00
PhiX	427949	427949	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	427949	427898	99.99	0	0.00	0	0.00	0	0.00	51	0.01
Vectors	427949	427637	99.92	1	0.00	1	0.00	26	0.01	284	0.07
Bacteria_24k	427949	423244	98.90	214	0.05	551	0.13	351	0.08	3589	0.84
Protists_1k	427949	418280	97.74	828	0.19	1700	0.40	411	0.10	6730	1.57
Viruses	427949	424863	99.28	14	0.00	2	0.00	412	0.10	2658	0.62
Fungi_RefSeq_release	427949	421830	98.57	165	0.04	87	0.02	657	0.15	5210	1.22
Coral	427949	424600	99.22	28	0.01	7	0.00	393	0.09	2921	0.68
Bird	427949	423617	98.98	126	0.03	26	0.01	720	0.17	3460	0.81
Plant	427949	424835	99.27	26	0.01	5	0.00	396	0.09	2687	0.63

%Hit_no_genomes: 97.31
