#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	411588	401362	97.52	220	0.05	72	0.02	702	0.17	9232	2.24
Ecoli	411588	411588	100.00	0	0.00	0	0.00	0	0.00	0	0.00
PhiX	411588	411588	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	411588	411552	99.99	0	0.00	0	0.00	1	0.00	35	0.01
Vectors	411588	410561	99.75	1	0.00	0	0.00	38	0.01	988	0.24
Bacteria_24k	411588	404498	98.28	265	0.06	395	0.10	532	0.13	5898	1.43
Protists_1k	411588	396332	96.29	871	0.21	2315	0.56	353	0.09	11717	2.85
Viruses	411588	405835	98.61	12	0.00	11	0.00	651	0.16	5079	1.23
Fungi_RefSeq_release	411588	401085	97.45	179	0.04	120	0.03	876	0.21	9328	2.27
Coral	411588	405554	98.54	15	0.00	6	0.00	564	0.14	5449	1.32
Bird	411588	403782	98.11	123	0.03	58	0.01	946	0.23	6679	1.62
Plant	411588	405337	98.48	26	0.01	4	0.00	635	0.15	5586	1.36

%Hit_no_genomes: 95.86
