#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	138879	135394	97.49	113	0.08	38	0.03	204	0.15	3130	2.25
Ecoli	138879	138834	99.97	0	0.00	0	0.00	18	0.01	27	0.02
PhiX	138879	138879	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	138879	138874	100.00	0	0.00	0	0.00	1	0.00	4	0.00
Vectors	138879	138731	99.89	0	0.00	0	0.00	12	0.01	136	0.10
Bacteria_24k	138879	131461	94.65	1251	0.90	2439	1.76	258	0.19	3470	2.50
Protists_1k	138879	132364	95.31	426	0.31	695	0.50	808	0.58	4586	3.30
Viruses	138879	136802	98.51	5	0.00	6	0.00	315	0.23	1751	1.26
Fungi_RefSeq_release	138879	135390	97.50	62	0.04	42	0.03	323	0.23	3062	2.20
Coral	138879	136947	98.61	5	0.00	0	0.00	139	0.10	1788	1.29
Bird	138879	136233	98.10	102	0.07	30	0.02	393	0.28	2121	1.53
Plant	138879	136934	98.60	7	0.01	0	0.00	228	0.16	1710	1.23

%Hit_no_genomes: 92.28
