#Fastq_screen version: 0.14.0	#Aligner: bowtie2	#Processing all reads in FASTQ files
Genome	#Reads_processed	#Unmapped	%Unmapped	#One_hit_one_genome	%One_hit_one_genome	#Multiple_hits_one_genome	%Multiple_hits_one_genome	#One_hit_multiple_genomes	%One_hit_multiple_genomes	Multiple_hits_multiple_genomes	%Multiple_hits_multiple_genomes
Human	21017	20450	97.30	40	0.19	14	0.07	27	0.13	486	2.31
Ecoli	21017	21016	100.00	0	0.00	0	0.00	0	0.00	1	0.00
PhiX	21017	21017	100.00	0	0.00	0	0.00	0	0.00	0	0.00
Contamnts_Adaptrs	21017	21009	99.96	0	0.00	0	0.00	0	0.00	8	0.04
Vectors	21017	20980	99.82	0	0.00	0	0.00	2	0.01	35	0.17
Bacteria_24k	21017	19955	94.95	85	0.40	336	1.60	28	0.13	613	2.92
Protists_1k	21017	20067	95.48	44	0.21	86	0.41	84	0.40	736	3.50
Viruses	21017	20648	98.25	2	0.01	1	0.00	27	0.13	339	1.61
Fungi_RefSeq_release	21017	20488	97.49	6	0.03	1	0.00	36	0.17	486	2.31
Coral	21017	20649	98.25	1	0.00	0	0.00	29	0.14	338	1.61
Bird	21017	20585	97.94	6	0.03	2	0.01	41	0.20	383	1.82
Plant	21017	20666	98.33	0	0.00	0	0.00	19	0.09	332	1.58

%Hit_no_genomes: 93.04
