# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	103	462
+	201	61
+	56	142
+	81	499
+	146	254
+	68	372
+	152	227
+	86	547
+	140	288
+	125	402
+	98	510
+	156	218
+	121	373
+	188	89
+	47	88
+	100	494
+	85	498
+	136	267
+	123	407
+	73	460
+	92	474
+	109	448
+	119	427
+	74	449
+	38	41
+	101	462
+	59	175
+	102	504
+	143	265
+	170	150
+	67	361
+	79	542
+	122	425
+	155	181
+	164	170
+	51	110
+	82	537
+	87	539
+	168	146
+	128	307
+	202	54
+	129	335
+	55	145
+	93	515
+	106	460
+	76	510
+	107	468
+	159	179
+	83	539
+	78	491
+	75	466
+	163	207
+	72	430
+	195	75
+	148	226
+	84	506
+	120	395
+	112	432
+	110	420
+	43	76
+	58	156
+	131	316
+	69	382
+	61	218
+	97	531
+	158	189
+	134	296
+	111	465
+	71	422
+	70	388
+	105	454
+	80	512
+	99	486
+	66	333
+	108	414
+	113	431
+	167	150
+	95	479
+	172	125
+	176	119
+	115	425
+	192	69
+	194	76
+	144	257
+	77	468
+	63	275
+	126	356
+	88	520
+	179	126
+	94	531
+	90	472
+	116	439
+	104	445
+	142	260
+	91	543
+	64	279
+	118	380
+	178	114
+	149	258
+	157	197
+	162	210
+	50	90
+	135	337
+	205	41
+	226	38
+	62	238
+	114	436
+	197	57
+	166	149
+	52	99
+	127	357
+	147	248
+	65	305
+	124	382
+	151	206
+	145	253
+	211	39
+	96	522
+	139	286
+	130	330
+	154	203
+	132	337
+	161	165
+	150	234
+	89	505
+	165	174
+	257	11
+	171	162
+	173	121
+	57	160
+	184	109
+	199	74
+	206	55
+	174	133
+	193	85
+	137	305
+	256	15
+	230	22
+	141	261
+	153	207
+	117	400
+	42	65
+	196	82
+	138	264
+	185	81
+	160	197
+	208	55
+	133	308
+	36	36
+	198	64
+	229	20
+	169	139
+	182	85
+	189	91
+	190	84
+	204	63
+	180	117
+	254	9
+	48	86
+	246	12
+	187	94
+	60	169
+	53	121
+	191	76
+	39	45
+	210	42
+	181	107
+	218	27
+	245	21
+	212	44
+	45	74
+	41	42
+	183	115
+	49	95
+	40	41
+	225	22
+	30	13
+	241	19
+	215	45
+	177	128
+	236	21
+	224	28
+	213	40
+	54	130
+	175	119
+	227	31
+	251	15
+	186	102
+	235	12
+	207	57
+	46	75
+	216	47
+	203	79
+	209	45
+	44	66
+	221	29
+	253	11
+	223	26
+	200	64
+	220	32
+	252	13
+	233	23
+	222	34
+	247	15
+	232	29
+	242	10
+	37	39
+	250	9
+	219	51
+	249	16
+	243	15
+	228	34
+	234	21
+	237	9
+	34	14
+	214	36
+	217	34
+	231	20
+	27	4
+	33	20
+	255	6
+	248	13
+	29	8
+	26	6
+	244	13
+	259	9
+	35	16
+	239	13
+	32	6
+	258	8
+	238	14
+	240	13
+	28	5
+	31	4
+	260	2
+	25	2
-	40	56
-	67	383
-	122	416
-	137	290
-	106	491
-	205	49
-	81	511
-	136	306
-	70	406
-	130	301
-	90	531
-	144	257
-	95	543
-	87	575
-	139	277
-	109	468
-	64	278
-	91	500
-	142	274
-	89	499
-	82	487
-	99	506
-	147	244
-	183	106
-	120	348
-	203	54
-	86	529
-	140	273
-	180	111
-	74	504
-	151	216
-	100	497
-	135	341
-	72	469
-	78	500
-	143	250
-	138	278
-	150	223
-	79	546
-	56	157
-	75	482
-	77	522
-	103	464
-	194	62
-	115	481
-	73	436
-	185	93
-	174	154
-	121	363
-	84	505
-	76	487
-	46	72
-	198	70
-	59	166
-	110	437
-	229	18
-	134	305
-	133	311
-	108	494
-	119	389
-	167	131
-	132	312
-	98	529
-	96	484
-	239	15
-	50	90
-	113	403
-	112	486
-	102	491
-	218	43
-	168	129
-	47	84
-	80	539
-	101	473
-	165	153
-	131	343
-	62	208
-	63	307
-	93	553
-	94	510
-	105	504
-	85	515
-	45	98
-	116	396
-	141	278
-	176	129
-	124	379
-	123	374
-	170	157
-	146	222
-	69	397
-	97	513
-	171	157
-	57	147
-	92	503
-	107	488
-	117	389
-	111	443
-	213	32
-	195	64
-	71	422
-	83	500
-	58	169
-	253	7
-	196	63
-	66	368
-	145	232
-	104	466
-	187	96
-	181	111
-	217	40
-	201	58
-	166	139
-	127	371
-	152	243
-	156	192
-	158	171
-	48	96
-	126	387
-	118	395
-	68	385
-	125	336
-	65	324
-	173	125
-	36	23
-	60	213
-	53	102
-	208	45
-	153	229
-	128	328
-	44	58
-	88	507
-	172	129
-	52	102
-	175	150
-	157	171
-	179	113
-	114	394
-	162	138
-	197	52
-	160	187
-	235	29
-	204	46
-	191	81
-	159	178
-	164	174
-	238	17
-	249	20
-	199	63
-	43	65
-	149	221
-	210	50
-	154	220
-	39	58
-	207	41
-	182	101
-	148	240
-	240	15
-	161	161
-	189	82
-	211	45
-	55	144
-	193	71
-	186	91
-	184	85
-	250	11
-	200	72
-	209	58
-	51	96
-	37	40
-	155	224
-	222	28
-	221	26
-	224	33
-	254	10
-	169	150
-	61	217
-	32	7
-	129	407
-	206	55
-	220	34
-	42	55
-	242	18
-	192	64
-	54	99
-	49	71
-	177	106
-	163	148
-	30	9
-	202	51
-	234	18
-	214	43
-	244	14
-	33	17
-	41	49
-	219	29
-	231	19
-	216	42
-	188	78
-	228	24
-	26	3
-	252	13
-	255	13
-	190	71
-	178	116
-	212	46
-	241	17
-	246	13
-	215	31
-	258	9
-	233	18
-	223	29
-	247	14
-	38	49
-	243	21
-	236	18
-	225	25
-	230	19
-	226	19
-	237	14
-	248	11
-	257	13
-	35	20
-	251	14
-	29	8
-	245	10
-	256	7
-	31	9
-	34	23
-	227	22
-	25	1
-	232	14
-	259	6
-	28	5
