# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	84	24
+	93	67
+	177	249
+	95	108
+	158	316
+	129	267
+	146	279
+	98	109
+	161	305
+	196	201
+	128	261
+	144	299
+	157	316
+	150	326
+	276	77
+	188	289
+	127	290
+	246	116
+	162	265
+	209	215
+	165	278
+	232	145
+	175	255
+	123	235
+	190	258
+	249	129
+	185	234
+	233	147
+	171	289
+	172	297
+	132	250
+	148	317
+	135	272
+	145	275
+	219	167
+	216	178
+	214	189
+	104	141
+	223	186
+	120	228
+	191	251
+	192	249
+	169	320
+	121	228
+	255	118
+	131	261
+	206	196
+	215	171
+	115	220
+	141	304
+	226	134
+	227	171
+	230	140
+	113	200
+	139	301
+	140	273
+	107	155
+	167	298
+	211	215
+	280	64
+	205	220
+	163	297
+	117	235
+	142	306
+	182	281
+	153	305
+	125	254
+	166	304
+	110	219
+	174	294
+	154	279
+	176	293
+	220	190
+	170	295
+	265	108
+	217	180
+	155	295
+	164	275
+	99	127
+	136	281
+	147	291
+	122	229
+	168	289
+	189	270
+	275	76
+	181	289
+	109	204
+	151	308
+	152	332
+	180	237
+	199	220
+	183	265
+	231	136
+	207	184
+	203	223
+	187	259
+	212	187
+	149	283
+	133	306
+	143	291
+	262	110
+	202	254
+	225	147
+	278	80
+	213	178
+	288	63
+	245	111
+	134	276
+	116	207
+	210	207
+	222	167
+	197	224
+	200	225
+	108	160
+	106	148
+	50	2
+	271	78
+	229	142
+	228	152
+	256	124
+	178	277
+	70	13
+	138	283
+	77	25
+	124	246
+	186	270
+	204	205
+	184	275
+	244	125
+	195	219
+	238	131
+	96	98
+	159	302
+	97	118
+	179	263
+	285	66
+	112	214
+	264	85
+	253	111
+	92	59
+	72	16
+	260	118
+	130	290
+	173	275
+	254	110
+	261	80
+	287	53
+	194	215
+	87	42
+	118	221
+	156	283
+	201	170
+	268	91
+	240	126
+	243	129
+	160	287
+	273	88
+	103	148
+	102	123
+	259	93
+	269	99
+	252	116
+	137	274
+	114	184
+	198	223
+	126	267
+	119	252
+	89	36
+	208	224
+	237	124
+	235	136
+	239	165
+	224	183
+	86	28
+	81	26
+	248	128
+	221	180
+	218	177
+	251	103
+	51	2
+	193	229
+	88	39
+	247	124
+	236	128
+	105	156
+	257	85
+	263	97
+	45	1
+	234	148
+	266	80
+	100	116
+	267	94
+	69	14
+	101	126
+	284	68
+	274	68
+	279	86
+	242	126
+	111	199
+	241	123
+	270	91
+	90	39
+	94	84
+	272	81
+	281	59
+	283	71
+	83	31
+	289	70
+	82	23
+	74	14
+	65	10
+	286	75
+	282	67
+	258	98
+	91	53
+	78	12
+	67	4
+	277	66
+	250	117
+	85	39
+	59	8
+	63	9
+	76	23
+	73	13
+	75	16
+	79	16
+	55	4
+	40	1
+	80	19
+	64	8
+	290	4
+	71	6
+	61	6
+	60	6
+	62	4
+	66	12
+	53	3
+	68	6
+	56	4
+	49	2
+	58	2
+	57	3
+	46	1
+	47	1
+	33	1
+	52	1
+	41	1
+	48	1
+	54	2
+	291	1
-	143	324
-	166	298
-	168	258
-	77	16
-	184	260
-	155	278
-	289	47
-	188	255
-	129	264
-	146	310
-	123	211
-	158	302
-	171	300
-	163	313
-	189	226
-	165	277
-	110	197
-	216	161
-	172	278
-	263	101
-	228	160
-	286	74
-	200	218
-	156	335
-	204	199
-	148	333
-	124	244
-	133	289
-	174	302
-	164	325
-	167	279
-	141	301
-	153	289
-	138	284
-	169	306
-	161	271
-	92	68
-	132	321
-	102	150
-	259	106
-	207	207
-	85	23
-	170	288
-	147	298
-	180	276
-	206	193
-	255	115
-	256	122
-	173	296
-	268	78
-	274	85
-	111	203
-	135	288
-	176	284
-	224	167
-	219	164
-	140	297
-	128	268
-	104	146
-	121	237
-	242	150
-	134	277
-	246	118
-	238	147
-	97	111
-	105	162
-	142	342
-	190	235
-	251	121
-	183	250
-	245	131
-	193	241
-	209	228
-	116	193
-	264	95
-	230	130
-	192	230
-	211	177
-	144	310
-	114	175
-	137	275
-	262	85
-	139	312
-	154	322
-	227	168
-	145	314
-	258	107
-	149	283
-	202	201
-	252	108
-	210	197
-	181	229
-	98	118
-	267	86
-	213	168
-	234	115
-	288	68
-	150	301
-	125	244
-	191	229
-	208	213
-	244	138
-	221	161
-	186	288
-	250	133
-	232	149
-	197	237
-	248	118
-	94	74
-	269	82
-	126	290
-	93	81
-	136	301
-	236	135
-	112	208
-	162	277
-	131	275
-	83	19
-	284	74
-	225	152
-	240	136
-	157	278
-	118	225
-	160	317
-	195	206
-	107	160
-	130	266
-	91	56
-	177	266
-	120	244
-	235	132
-	247	114
-	283	61
-	187	220
-	199	229
-	175	278
-	233	132
-	103	145
-	198	205
-	287	64
-	275	73
-	89	55
-	215	178
-	99	114
-	113	202
-	272	90
-	178	270
-	217	169
-	218	207
-	196	264
-	115	244
-	159	280
-	261	94
-	109	187
-	151	320
-	127	267
-	253	129
-	278	82
-	273	90
-	243	129
-	226	172
-	222	177
-	223	174
-	179	236
-	205	214
-	285	63
-	122	217
-	185	269
-	203	209
-	194	225
-	182	247
-	119	214
-	212	198
-	231	156
-	201	194
-	100	121
-	152	290
-	257	110
-	249	120
-	108	170
-	281	69
-	220	175
-	229	156
-	271	82
-	117	235
-	279	73
-	95	79
-	214	190
-	277	85
-	266	81
-	270	90
-	254	109
-	280	69
-	71	12
-	265	74
-	260	112
-	90	63
-	237	128
-	101	143
-	106	135
-	63	6
-	282	54
-	96	98
-	79	10
-	239	153
-	87	49
-	76	17
-	80	26
-	276	60
-	241	133
-	56	8
-	73	12
-	82	27
-	70	7
-	81	20
-	67	8
-	84	22
-	40	1
-	88	36
-	53	4
-	39	1
-	58	8
-	52	1
-	61	8
-	66	7
-	75	18
-	78	15
-	86	37
-	74	10
-	68	10
-	64	9
-	290	2
-	72	11
-	47	2
-	51	2
-	49	1
-	54	4
-	46	1
-	69	9
-	65	6
-	57	4
-	59	2
-	55	1
-	60	3
-	44	1
-	45	1
-	62	2
-	50	2
