pos	3pG>A
1	0.00345912929664371
2	0.00462033882484716
3	0.00512799641854218
4	0.00475500407571778
5	0.00464418070084909
6	0.00397251951208113
7	0.00521405049396268
8	0.00381997804610318
9	0.00537038615633791
10	0.00506515632914307
11	0.00395223322425736
12	0.00460927830651701
13	0.00457349959011089
14	0.00434839326868722
15	0.00410526770666782
16	0.0042171616282683
17	0.00474977330627402
18	0.00438020148926851
19	0.0045699860724234
20	0.00416522040958001
21	0.00395102466134074
22	0.00363281942229311
23	0.00432333289663304
24	0.00425196160084162
25	0.00422565889784361
