Sample	Protists_1k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Bacteria_24k	Viruses	Vectors	Contamnts_Adaptrs	Multiple Genomes	No hits
Cch-CAS_009-5C-lcwgs-1-2.clmp.fp2_r2_screen	47844.0	6869.0	3617.0	2594.0	1047.0	743.0	674.0	248.0	1.0	0.0	260527.0	2763106.0
Cch-CAS_010-7B-lcwgs-1-2.clmp.fp2_r1_screen	115997.0	17254.0	9053.0	6471.0	2528.0	2075.0	1992.0	735.0	24.0	0.0	639296.0	6787264.0
Cch-CAS_010-7B-lcwgs-1-2.clmp.fp2_r2_screen	117030.0	17037.0	8950.0	6387.0	2425.0	1962.0	1912.0	640.0	14.0	0.0	639068.0	6787264.0
Cch-CAS_011-8D-lcwgs-1-2.clmp.fp2_r1_screen	94922.0	13590.0	7128.0	5022.0	2117.0	1450.0	1536.0	512.0	17.0	0.0	525583.0	5367296.0
Cch-CAS_011-8D-lcwgs-1-2.clmp.fp2_r2_screen	95483.0	13469.0	6903.0	4928.0	2063.0	1529.0	1511.0	450.0	15.0	0.0	524322.0	5368500.0
Cch-CAS_012-10H-lcwgs-1-2.clmp.fp2_r1_screen	89519.0	13379.0	6898.0	4996.0	1877.0	1416.0	1204.0	566.0	10.0	0.0	484761.0	5271225.0
Cch-CAS_012-10H-lcwgs-1-2.clmp.fp2_r2_screen	90121.0	13219.0	6735.0	4964.0	1928.0	1374.0	1205.0	524.0	9.0	0.0	483959.0	5271813.0
Cch-CAS_014-6A-lcwgs-1-2.clmp.fp2_r1_screen	141757.0	20216.0	10850.0	7960.0	3003.0	1904.0	1873.0	905.0	13.0	0.0	813327.0	7809165.0
Cch-CAS_014-6A-lcwgs-1-2.clmp.fp2_r2_screen	141909.0	20334.0	10822.0	7601.0	2998.0	1971.0	1838.0	914.0	16.0	0.0	810762.0	7811808.0
Cch-CAS_015-10F-lcwgs-1-2.clmp.fp2_r1_screen	48374.0	7025.0	3635.0	2647.0	1014.0	685.0	631.0	256.0	9.0	0.0	277101.0	2709350.0
Cch-CAS_015-10F-lcwgs-1-2.clmp.fp2_r2_screen	48542.0	7002.0	3620.0	2640.0	989.0	697.0	645.0	279.0	2.0	0.0	275435.0	2710876.0
Cch-CAS_016-6C-lcwgs-1-2.clmp.fp2_r1_screen	603623.0	91365.0	46874.0	33289.0	13310.0	11615.0	10624.0	3301.0	101.0	0.0	3303377.0	35974812.0
Cch-CAS_016-6C-lcwgs-1-2.clmp.fp2_r2_screen	612299.0	90809.0	46705.0	33232.0	13228.0	11450.0	10318.0	3167.0	91.0	0.0	3348300.0	35922692.0
Cch-CAS_017-11H-lcwgs-1-2.clmp.fp2_r1_screen	338685.0	49408.0	25685.0	18469.0	7183.0	5761.0	4120.0	2012.0	42.0	0.0	1820128.0	19361767.0
Cch-CAS_017-11H-lcwgs-1-2.clmp.fp2_r2_screen	341678.0	48959.0	25547.0	18350.0	7177.0	5808.0	4054.0	1992.0	35.0	0.0	1839526.0	19340134.0
Cch-CAS_018-12D-lcwgs-1-2.clmp.fp2_r1_screen	50201.0	7467.0	3836.0	2731.0	1117.0	947.0	726.0	289.0	11.0	0.0	279255.0	2892482.0
Cch-CAS_018-12D-lcwgs-1-2.clmp.fp2_r2_screen	50540.0	7328.0	3782.0	2618.0	1008.0	935.0	752.0	280.0	8.0	0.0	278357.0	2893454.0
Cch-CAS_019-5B-lcwgs-1-2.clmp.fp2_r1_screen	115093.0	16672.0	8743.0	6088.0	2465.0	1726.0	2167.0	581.0	10.0	0.0	629611.0	6342916.0
Cch-CAS_019-5B-lcwgs-1-2.clmp.fp2_r2_screen	115008.0	16133.0	8565.0	6036.0	2468.0	1665.0	2057.0	506.0	11.0	0.0	629994.0	6343629.0
Cch-CAS_021-6E-lcwgs-1-2.clmp.fp2_r1_screen	162726.0	23454.0	12191.0	8891.0	3410.0	2563.0	2892.0	972.0	25.0	0.0	907569.0	9212551.0
Cch-CAS_021-6E-lcwgs-1-2.clmp.fp2_r2_screen	164407.0	23556.0	12059.0	8811.0	3372.0	2492.0	2930.0	981.0	23.0	0.0	914331.0	9204282.0
Cch-CAS_022-8G-lcwgs-1-2.clmp.fp2_r1_screen	205103.0	31695.0	16109.0	11548.0	4478.0	4198.0	3252.0	1194.0	23.0	0.0	1140171.0	11982706.0
Cch-CAS_022-8G-lcwgs-1-2.clmp.fp2_r2_screen	206782.0	31045.0	15783.0	11421.0	4478.0	4161.0	3194.0	1204.0	29.0	0.0	1139674.0	11982706.0
Cch-CAS_023-10G-lcwgs-1-2.clmp.fp2_r1_screen	17599.0	2327.0	1288.0	770.0	367.0	231.0	212.0	62.0	3.0	0.0	110833.0	783258.0
Cch-CAS_023-10G-lcwgs-1-2.clmp.fp2_r2_screen	17470.0	2243.0	1237.0	729.0	328.0	227.0	197.0	81.0	1.0	0.0	108520.0	785917.0
Cch-CAS_024-11G-lcwgs-1-2.clmp.fp2_r1_screen	203911.0	31084.0	15703.0	11273.0	4382.0	4088.0	3594.0	1188.0	39.0	0.0	1112979.0	12235318.0
Cch-CAS_024-11G-lcwgs-1-2.clmp.fp2_r2_screen	206648.0	30959.0	16103.0	11474.0	4453.0	3928.0	3552.0	1199.0	25.0	0.0	1119437.0	12225781.0
Cch-CAS_025-1C-lcwgs-1-2.clmp.fp2_r1_screen	219221.0	33255.0	16788.0	12300.0	4734.0	3033.0	2400.0	1301.0	26.0	0.0	1238363.0	12290065.0
Cch-CAS_025-1C-lcwgs-1-2.clmp.fp2_r2_screen	220756.0	32882.0	16334.0	12119.0	4599.0	2962.0	2399.0	1288.0	28.0	0.0	1239436.0	12288683.0
Cch-CAS_026-10E-lcwgs-1-2.clmp.fp2_r1_screen	223795.0	32804.0	16932.0	12026.0	4867.0	3329.0	3559.0	1282.0	34.0	0.0	1234117.0	12725347.0
Cch-CAS_026-10E-lcwgs-1-2.clmp.fp2_r2_screen	225572.0	32301.0	16762.0	12063.0	4747.0	3356.0	3568.0	1179.0	25.0	0.0	1238876.0	12719643.0
Cch-CAS_027-7B-lcwgs-1-2.clmp.fp2_r1_screen	108845.0	15639.0	8287.0	5918.0	2303.0	1709.0	1348.0	566.0	20.0	0.0	601563.0	6112236.0
Cch-CAS_027-7B-lcwgs-1-2.clmp.fp2_r2_screen	109394.0	15646.0	8135.0	5892.0	2232.0	1666.0	1359.0	570.0	21.0	0.0	601969.0	6111550.0
Cch-CAS_029-8G-lcwgs-1-2.clmp.fp2_r1_screen	169508.0	25051.0	12842.0	9464.0	3714.0	2380.0	3365.0	901.0	29.0	0.0	930374.0	9712115.0
Cch-CAS_029-8G-lcwgs-1-2.clmp.fp2_r2_screen	169421.0	24794.0	12730.0	9185.0	3618.0	2340.0	3261.0	876.0	20.0	0.0	927035.0	9716463.0
Cch-CAS_030-7D-lcwgs-1-2.clmp.fp2_r1_screen	253630.0	37713.0	19405.0	13470.0	5452.0	5886.0	4575.0	1234.0	42.0	0.0	1383256.0	14732045.0
Cch-CAS_030-7D-lcwgs-1-2.clmp.fp2_r2_screen	255507.0	37072.0	19179.0	13265.0	5485.0	5616.0	4446.0	1310.0	30.0	0.0	1381108.0	14733690.0
Cch-CAS_031-9D-lcwgs-1-2.clmp.fp2_r1_screen	132424.0	19769.0	9987.0	7439.0	2970.0	1935.0	1723.0	667.0	22.0	0.0	702850.0	7935700.0
Cch-CAS_031-9D-lcwgs-1-2.clmp.fp2_r2_screen	132122.0	19359.0	9961.0	7243.0	2729.0	1954.0	1781.0	594.0	20.0	0.0	705786.0	7933937.0
Cch-CAS_032-11C-lcwgs-1-2.clmp.fp2_r1_screen	154959.0	23801.0	12190.0	8902.0	3440.0	2516.0	3052.0	826.0	29.0	0.0	839623.0	9571489.0
Cch-CAS_032-11C-lcwgs-1-2.clmp.fp2_r2_screen	157495.0	23587.0	12220.0	8747.0	3439.0	2534.0	3023.0	812.0	17.0	0.0	851271.0	9557682.0
Cch-CAS_033-10D-lcwgs-1-2.clmp.fp2_r1_screen	111580.0	16618.0	8263.0	6290.0	2451.0	1847.0	1407.0	678.0	17.0	0.0	609835.0	6531940.0
Cch-CAS_033-10D-lcwgs-1-2.clmp.fp2_r2_screen	112091.0	16167.0	8366.0	6062.0	2366.0	1772.0	1371.0	624.0	19.0	0.0	610877.0	6531211.0
Cch-CAS_034-6H-lcwgs-1-2.clmp.fp2_r1_screen	333107.0	48626.0	25135.0	17850.0	7110.0	5546.0	6827.0	1749.0	46.0	0.0	1806925.0	18435056.0
Cch-CAS_034-6H-lcwgs-1-2.clmp.fp2_r2_screen	338170.0	48200.0	24700.0	17222.0	7159.0	5362.0	6778.0	1757.0	47.0	0.0	1820077.0	18418505.0
Cch-CAS_035-6B-lcwgs-1-2.clmp.fp2_r1_screen	48225.0	6910.0	3591.0	2524.0	1003.0	890.0	575.0	235.0	2.0	0.0	266227.0	2718588.0
Cch-CAS_035-6B-lcwgs-1-2.clmp.fp2_r2_screen	48313.0	6956.0	3488.0	2450.0	959.0	840.0	626.0	232.0	7.0	0.0	266921.0	2717978.0
Cch-CAS_037-11B-lcwgs-1-2.clmp.fp2_r1_screen	180754.0	26468.0	13863.0	9894.0	3900.0	2705.0	1944.0	961.0	24.0	0.0	993015.0	10316356.0
Cch-CAS_037-11B-lcwgs-1-2.clmp.fp2_r2_screen	182854.0	26299.0	13827.0	9756.0	3755.0	2827.0	1867.0	937.0	27.0	0.0	997154.0	10310581.0
Cch-CAS_038-1D-lcwgs-1-2.clmp.fp2_r1_screen	97454.0	13968.0	7551.0	5074.0	2082.0	1381.0	1742.0	519.0	8.0	0.0	545337.0	5347323.0
Cch-CAS_038-1D-lcwgs-1-2.clmp.fp2_r2_screen	97764.0	13973.0	7261.0	5102.0	2043.0	1395.0	1694.0	495.0	10.0	0.0	542970.0	5349732.0
Cch-CAS_039-11C-lcwgs-1-2.clmp.fp2_r1_screen	158398.0	23794.0	12173.0	9194.0	3363.0	2279.0	2198.0	982.0	22.0	0.0	863878.0	9362911.0
Cch-CAS_039-11C-lcwgs-1-2.clmp.fp2_r2_screen	159002.0	23612.0	11990.0	9098.0	3322.0	2224.0	2128.0	912.0	25.0	0.0	871276.0	9355603.0
Cch-CAS_041-10C-lcwgs-1-2.clmp.fp2_r1_screen	24055.0	3684.0	1860.0	1342.0	510.0	547.0	307.0	110.0	1.0	0.0	128347.0	1448476.0
Cch-CAS_041-10C-lcwgs-1-2.clmp.fp2_r2_screen	24685.0	3548.0	1882.0	1265.0	458.0	506.0	326.0	134.0	0.0	0.0	128120.0	1448315.0
Cch-CAS_043-10D-lcwgs-1-2.clmp.fp2_r1_screen	39668.0	5852.0	3156.0	2399.0	873.0	510.0	532.0	229.0	12.0	0.0	217694.0	2403554.0
Cch-CAS_043-10D-lcwgs-1-2.clmp.fp2_r2_screen	39806.0	5835.0	3104.0	2330.0	816.0	546.0	534.0	234.0	4.0	0.0	216112.0	2405158.0
Cch-CAS_044-2E-lcwgs-1-2.clmp.fp2_r1_screen	65655.0	9022.0	4825.0	3376.0	1387.0	925.0	939.0	338.0	8.0	1.0	381182.0	3429492.0
Cch-CAS_044-2E-lcwgs-1-2.clmp.fp2_r2_screen	66581.0	9011.0	4931.0	3306.0	1350.0	850.0	886.0	291.0	13.0	0.0	379270.0	3430661.0
Cch-CAS_045-11D-lcwgs-1-2.clmp.fp2_r1_screen	25237.0	3794.0	1904.0	1384.0	523.0	402.0	454.0	123.0	5.0	0.0	131537.0	1504965.0
Cch-CAS_045-11D-lcwgs-1-2.clmp.fp2_r2_screen	25319.0	3744.0	1893.0	1279.0	528.0	393.0	435.0	133.0	3.0	0.0	135311.0	1501290.0
Cch-CAS_046-10F-lcwgs-1-2.clmp.fp2_r1_screen	167652.0	30850.0	12597.0	9157.0	3456.0	2806.0	2475.0	906.0	26.0	0.0	909274.0	9428505.0
Cch-CAS_046-10F-lcwgs-1-2.clmp.fp2_r2_screen	168516.0	30147.0	12666.0	9057.0	3411.0	2648.0	2535.0	901.0	27.0	0.0	911405.0	9426391.0
Cch-CAS_047-8G-lcwgs-1-2.clmp.fp2_r1_screen	260554.0	38985.0	19810.0	14642.0	5586.0	3993.0	2790.0	1371.0	44.0	0.0	1377705.0	15341579.0
Cch-CAS_047-8G-lcwgs-1-2.clmp.fp2_r2_screen	260662.0	38386.0	19443.0	14233.0	5406.0	3879.0	2576.0	1394.0	28.0	0.0	1376060.0	15344992.0
Cch-CAS_048-8D-lcwgs-1-2.clmp.fp2_r1_screen	99770.0	14671.0	7495.0	5262.0	2206.0	1661.0	1806.0	513.0	12.0	0.0	561511.0	5515157.0
Cch-CAS_048-8D-lcwgs-1-2.clmp.fp2_r2_screen	99856.0	14593.0	7667.0	5218.0	2143.0	1642.0	1803.0	504.0	21.0	0.0	560839.0	5515778.0
