Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Cch-CAL_003-3G-lcwgs-1-2.clmp.fp2_r2_screen	69227532	5557448.0	8.03	38.0	0.0	0.0	0.0	68.0	0.0	687578.0	1.0	2662633.0	3.85	6808385.0	9.84	2945703.0	4.26	5145397.0	7.44	3173242.0	4.59	3976454.0	5.74	3946264.0	5.710000000000001	61868645	89.37
Cch-CAL_005-10E-lcwgs-1-2.clmp.fp2_r1_screen	381508	29697.0	7.79	0.0	0.0	0.0	0.0	0.0	0.0	3561.0	0.93	13737.0	3.6	36510.0	9.57	14758.0	3.8699999999999997	27418.0	7.1899999999999995	16935.0	4.44	21164.0	5.55	20308.0	5.33	341983	89.64
Cch-CAL_005-10E-lcwgs-1-2.clmp.fp2_r2_screen	381508	29571.0	7.75	0.0	0.0	0.0	0.0	0.0	0.0	3757.0	0.99	14118.0	3.7	36076.0	9.450000000000001	15350.0	4.0200000000000005	27453.0	7.1899999999999995	16885.0	4.42	21146.0	5.55	20906.0	5.49	342365	89.74
Cch-CAL_006-10A-lcwgs-1-2.clmp.fp2_r1_screen	11278777	900044.0	7.98	1.0	0.0	0.0	0.0	14.0	0.0	111613.0	0.99	423496.0	3.76	1103162.0	9.790000000000001	469739.0	4.17	834303.0	7.4	509542.0	4.5200000000000005	643029.0	5.7	639682.0	5.67	10084354	89.41
Cch-CAL_006-10A-lcwgs-1-2.clmp.fp2_r2_screen	11278777	905550.0	8.04	1.0	0.0	0.0	0.0	11.0	0.0	111638.0	0.99	429650.0	3.82	1111321.0	9.86	473533.0	4.2	840124.0	7.45	516025.0	4.59	648035.0	5.74	644245.0	5.720000000000001	10077587	89.35
Cch-CAL_008-3B-lcwgs-1-2.clmp.fp2_r1_screen	118543	8919.0	7.52	0.0	0.0	0.0	0.0	0.0	0.0	1192.0	1.01	4207.0	3.54	10870.0	9.17	4656.0	3.92	8221.0	6.9399999999999995	5080.0	4.29	6375.0	5.38	6382.0	5.38	106759	90.06
Cch-CAL_008-3B-lcwgs-1-2.clmp.fp2_r2_screen	118543	8752.0	7.38	1.0	0.0	0.0	0.0	1.0	0.0	1207.0	1.02	4109.0	3.4699999999999998	10863.0	9.16	4636.0	3.9	8200.0	6.91	4974.0	4.19	6265.0	5.29	6272.0	5.279999999999999	106807	90.1
Cch-CAL_009-3A-lcwgs-1-2.clmp.fp2_r1_screen	1067790	82248.0	7.69	6.0	0.0	0.0	0.0	0.0	0.0	9962.0	0.9400000000000001	38686.0	3.6300000000000003	101349.0	9.48	41537.0	3.8899999999999997	76176.0	7.130000000000001	46435.0	4.34	57806.0	5.41	56928.0	5.34	958021	89.72
Cch-CAL_009-3A-lcwgs-1-2.clmp.fp2_r2_screen	1067790	83494.0	7.82	2.0	0.0	0.0	0.0	0.0	0.0	10839.0	1.02	40328.0	3.78	102258.0	9.57	44590.0	4.17	77743.0	7.28	47434.0	4.4399999999999995	59373.0	5.57	59609.0	5.59	957166	89.64
Cch-CAL_011-4D-lcwgs-1-2.clmp.fp2_r1_screen	2431029	215487.0	8.86	0.0	0.0	0.0	0.0	22.0	0.0	27166.0	1.12	103937.0	4.27	262248.0	10.79	115274.0	4.739999999999999	199982.0	8.219999999999999	123704.0	5.09	155311.0	6.39	153875.0	6.33	2147814	88.35
Cch-CAL_011-4D-lcwgs-1-2.clmp.fp2_r2_screen	2431029	214796.0	8.83	0.0	0.0	0.0	0.0	18.0	0.0	27280.0	1.12	104064.0	4.279999999999999	261749.0	10.77	114653.0	4.72	199003.0	8.19	123425.0	5.08	154515.0	6.3500000000000005	153067.0	6.3	2149029	88.4
Cch-CAL_012-1F-lcwgs-1-2.clmp.fp2_r1_screen	8630723	703674.0	8.15	4.0	0.0	0.0	0.0	18.0	0.0	90836.0	1.05	336216.0	3.9000000000000004	860375.0	9.98	372887.0	4.32	653156.0	7.57	405029.0	4.6899999999999995	507266.0	5.88	502167.0	5.83	7699467	89.21
Cch-CAL_012-1F-lcwgs-1-2.clmp.fp2_r2_screen	8630723	706340.0	8.18	1.0	0.0	0.0	0.0	9.0	0.0	92714.0	1.08	338149.0	3.92	864175.0	10.01	373810.0	4.33	655430.0	7.59	406705.0	4.72	509230.0	5.8999999999999995	504366.0	5.8500000000000005	7696878	89.18
Cch-CAL_013-5C-lcwgs-1-2.clmp.fp2_r1_screen	19359990	1564685.0	8.08	24.0	0.0	0.0	0.0	11.0	0.0	186793.0	0.97	750333.0	3.87	1911664.0	9.870000000000001	837094.0	4.32	1446998.0	7.470000000000001	877045.0	4.53	1108627.0	5.72	1105924.0	5.720000000000001	17292343	89.32
Cch-CAL_013-5C-lcwgs-1-2.clmp.fp2_r2_screen	19359990	1570775.0	8.110000000000001	22.0	0.0	0.0	0.0	11.0	0.0	188444.0	0.98	753903.0	3.9	1921116.0	9.92	840007.0	4.34	1453241.0	7.5	882165.0	4.56	1114132.0	5.760000000000001	1110304.0	5.74	17284599	89.28
Cch-CAL_014-12A-lcwgs-1-2.clmp.fp2_r1_screen	10829791	868492.0	8.01	4.0	0.0	0.0	0.0	9.0	0.0	105943.0	0.98	411822.0	3.8	1064720.0	9.83	461194.0	4.26	802399.0	7.41	494211.0	4.56	617416.0	5.6899999999999995	612950.0	5.66	9675335	89.34
Cch-CAL_014-12A-lcwgs-1-2.clmp.fp2_r2_screen	10829791	869901.0	8.03	8.0	0.0	0.0	0.0	9.0	0.0	107339.0	0.99	414594.0	3.83	1068565.0	9.86	462287.0	4.27	804801.0	7.44	497279.0	4.59	619430.0	5.72	614639.0	5.6899999999999995	9673169	89.32
Cch-CAL_015-2D-lcwgs-1-2.clmp.fp2_r1_screen	7528934	622455.0	8.27	3.0	0.0	0.0	0.0	31.0	0.0	79098.0	1.05	297757.0	3.96	760967.0	10.11	328244.0	4.36	578219.0	7.68	359727.0	4.779999999999999	449266.0	5.96	444512.0	5.91	6705268	89.06
Cch-CAL_015-2D-lcwgs-1-2.clmp.fp2_r2_screen	7528934	619948.0	8.24	1.0	0.0	0.0	0.0	23.0	0.0	79306.0	1.05	296863.0	3.9499999999999997	758732.0	10.09	325962.0	4.34	576230.0	7.6499999999999995	358284.0	4.76	446731.0	5.93	442083.0	5.88	6708280	89.1
Cch-CAL_016-12C-lcwgs-1-2.clmp.fp2_r1_screen	14574559	1164791.0	7.99	10.0	0.0	0.0	0.0	26.0	0.0	144057.0	0.99	562187.0	3.85	1418463.0	9.73	624265.0	4.28	1073306.0	7.369999999999999	655627.0	4.5	830283.0	5.699999999999999	822149.0	5.6499999999999995	13038400	89.46
Cch-CAL_016-12C-lcwgs-1-2.clmp.fp2_r2_screen	14574559	1169918.0	8.030000000000001	4.0	0.0	0.0	0.0	18.0	0.0	146004.0	1.0	564829.0	3.87	1426737.0	9.799999999999999	626727.0	4.3	1077918.0	7.3999999999999995	660432.0	4.53	832929.0	5.72	825843.0	5.67	13031113	89.41
Cch-CAL_017-4B-lcwgs-1-2.clmp.fp2_r1_screen	19344363	1535170.0	7.9399999999999995	5.0	0.0	0.0	0.0	17.0	0.0	187884.0	0.97	728948.0	3.77	1876335.0	9.69	810861.0	4.2	1421245.0	7.35	867832.0	4.49	1097836.0	5.67	1090456.0	5.64	17315139	89.51
Cch-CAL_017-4B-lcwgs-1-2.clmp.fp2_r2_screen	19344363	1539481.0	7.95	3.0	0.0	0.0	0.0	15.0	0.0	190688.0	0.99	732756.0	3.8	1884726.0	9.74	812795.0	4.2	1424496.0	7.369999999999999	872052.0	4.5	1100745.0	5.6899999999999995	1093353.0	5.66	17309336	89.48
Cch-CAL_018-11G-lcwgs-1-2.clmp.fp2_r1_screen	5693856	464557.0	8.16	9.0	0.0	0.0	0.0	9.0	0.0	56379.0	0.99	225943.0	3.9699999999999998	564123.0	9.9	251476.0	4.42	428306.0	7.53	263271.0	4.63	330774.0	5.8100000000000005	327376.0	5.76	5083474	89.28
Cch-CAL_018-11G-lcwgs-1-2.clmp.fp2_r2_screen	5693856	465173.0	8.18	1.0	0.0	0.0	0.0	6.0	0.0	56642.0	1.0	227072.0	3.98	566830.0	9.96	251988.0	4.430000000000001	429334.0	7.54	264331.0	4.65	331254.0	5.82	327951.0	5.76	5081197	89.24
Cch-CAL_021-1E-lcwgs-1-2.clmp.fp2_r1_screen	191003	15133.0	7.92	3.0	0.0	0.0	0.0	0.0	0.0	1612.0	0.85	6967.0	3.66	18761.0	9.82	7532.0	3.94	13873.0	7.26	8475.0	4.43	10675.0	5.58	10339.0	5.409999999999999	170680	89.36
Cch-CAL_021-1E-lcwgs-1-2.clmp.fp2_r2_screen	191003	14942.0	7.82	0.0	0.0	0.0	0.0	0.0	0.0	1725.0	0.91	6941.0	3.6300000000000003	18652.0	9.75	7702.0	4.02	13887.0	7.27	8334.0	4.37	10617.0	5.550000000000001	10573.0	5.54	170833	89.44
Cch-CAL_022-2H-lcwgs-1-2.clmp.fp2_r1_screen	2608753	210677.0	8.08	0.0	0.0	0.0	0.0	1.0	0.0	26084.0	1.0	99877.0	3.83	258572.0	9.91	112749.0	4.32	194889.0	7.470000000000001	119757.0	4.59	148607.0	5.6899999999999995	148089.0	5.68	2328572	89.26
Cch-CAL_022-2H-lcwgs-1-2.clmp.fp2_r2_screen	2608753	214614.0	8.219999999999999	0.0	0.0	0.0	0.0	1.0	0.0	26609.0	1.02	103294.0	3.96	262262.0	10.05	115681.0	4.430000000000001	198306.0	7.61	122279.0	4.69	151506.0	5.81	152024.0	5.83	2325964	89.16
Cch-CAL_023-9B-lcwgs-1-2.clmp.fp2_r1_screen	13731844	1090718.0	7.9399999999999995	13.0	0.0	0.0	0.0	31.0	0.0	142092.0	1.03	521723.0	3.8	1332521.0	9.7	575138.0	4.1899999999999995	1012829.0	7.38	627407.0	4.57	787649.0	5.73	779928.0	5.68	12287254	89.48
Cch-CAL_023-9B-lcwgs-1-2.clmp.fp2_r2_screen	13731844	1090138.0	7.949999999999999	7.0	0.0	0.0	0.0	27.0	0.0	142772.0	1.04	523587.0	3.81	1335621.0	9.719999999999999	576077.0	4.2	1013524.0	7.38	629552.0	4.59	787324.0	5.7299999999999995	780158.0	5.6899999999999995	12287254	89.48
Cch-CAL_024-8A-lcwgs-1-2.clmp.fp2_r1_screen	10524112	774237.0	7.359999999999999	3.0	0.0	0.0	0.0	5.0	0.0	98208.0	0.9400000000000001	370526.0	3.52	948299.0	9.02	409054.0	3.89	714940.0	6.79	442582.0	4.2	557475.0	5.29	546679.0	5.2	9492749	90.2
Cch-CAL_024-8A-lcwgs-1-2.clmp.fp2_r2_screen	10524112	776165.0	7.38	11.0	0.0	0.0	0.0	1.0	0.0	98636.0	0.9400000000000001	371661.0	3.5300000000000002	954198.0	9.07	409158.0	3.89	717495.0	6.81	443788.0	4.21	557608.0	5.3	547659.0	5.21	9488539	90.16
Cch-CAL_025-9F-lcwgs-1-2.clmp.fp2_r1_screen	8772204	692588.0	7.8999999999999995	3.0	0.0	0.0	0.0	23.0	0.0	82304.0	0.9400000000000001	327927.0	3.74	848821.0	9.67	363464.0	4.14	641063.0	7.31	395520.0	4.51	495791.0	5.65	489919.0	5.59	7851999	89.51
Cch-CAL_025-9F-lcwgs-1-2.clmp.fp2_r2_screen	8772204	694520.0	7.92	5.0	0.0	0.0	0.0	12.0	0.0	83510.0	0.9500000000000001	330152.0	3.7600000000000002	852615.0	9.72	364822.0	4.16	642543.0	7.319999999999999	396905.0	4.52	496421.0	5.66	491807.0	5.619999999999999	7850245	89.49
Cch-CAL_026-2C-lcwgs-1-2.clmp.fp2_r1_screen	1882163	160168.0	8.51	3.0	0.0	0.0	0.0	6.0	0.0	20098.0	1.07	76033.0	4.04	195461.0	10.39	84791.0	4.51	147581.0	7.840000000000001	90749.0	4.83	114193.0	6.06	112766.0	6.0	1671172	88.79
Cch-CAL_026-2C-lcwgs-1-2.clmp.fp2_r2_screen	1882163	159621.0	8.48	1.0	0.0	0.0	0.0	8.0	0.0	20352.0	1.08	76080.0	4.04	195508.0	10.39	84423.0	4.49	147753.0	7.8500000000000005	91138.0	4.840000000000001	114025.0	6.05	112990.0	6.01	1671548	88.81
Cch-CAL_027-2E-lcwgs-1-2.clmp.fp2_r1_screen	7795602	629255.0	8.07	1.0	0.0	0.0	0.0	32.0	0.0	81037.0	1.04	302921.0	3.8800000000000003	769837.0	9.88	334191.0	4.29	584084.0	7.5	362678.0	4.66	453446.0	5.81	447732.0	5.75	6961472	89.3
Cch-CAL_027-2E-lcwgs-1-2.clmp.fp2_r2_screen	7795602	626625.0	8.040000000000001	2.0	0.0	0.0	0.0	30.0	0.0	80559.0	1.03	301709.0	3.87	768814.0	9.860000000000001	332240.0	4.26	581517.0	7.46	360790.0	4.64	450677.0	5.77	445618.0	5.720000000000001	6963811	89.33
Cch-CAL_028-1H-lcwgs-1-2.clmp.fp2_r1_screen	19229462	1572764.0	8.17	25.0	0.0	0.0	0.0	26.0	0.0	202926.0	1.06	760504.0	3.96	1914001.0	9.95	842193.0	4.38	1459023.0	7.59	905399.0	4.71	1132976.0	5.89	1127264.0	5.869999999999999	17158448	89.23
Cch-CAL_028-1H-lcwgs-1-2.clmp.fp2_r2_screen	19229462	1575075.0	8.19	16.0	0.0	0.0	0.0	22.0	0.0	205455.0	1.07	763339.0	3.9699999999999998	1918447.0	9.97	843275.0	4.39	1461312.0	7.6000000000000005	907019.0	4.71	1134330.0	5.89	1128995.0	5.87	17156525	89.22
Cch-CAL_029-3B-lcwgs-1-2.clmp.fp2_r1_screen	2113977	236892.0	11.209999999999999	1.0	0.0	0.0	0.0	15.0	0.0	31114.0	1.47	116424.0	5.5	284067.0	13.44	128964.0	6.1	222109.0	10.5	138480.0	6.550000000000001	172651.0	8.16	173782.0	8.22	1810409	85.64
Cch-CAL_029-3B-lcwgs-1-2.clmp.fp2_r2_screen	2113977	233245.0	11.04	1.0	0.0	0.0	0.0	14.0	0.0	30399.0	1.44	114283.0	5.41	280616.0	13.27	126322.0	5.9799999999999995	218641.0	10.34	136780.0	6.47	169639.0	8.02	170564.0	8.07	1814637	85.84
Cch-CAL_030-9D-lcwgs-1-2.clmp.fp2_r1_screen	3845318	317284.0	8.25	0.0	0.0	0.0	0.0	8.0	0.0	38880.0	1.01	152018.0	3.96	387502.0	10.07	168414.0	4.38	292099.0	7.6	177421.0	4.62	225564.0	5.87	221000.0	5.739999999999999	3426562	89.11
Cch-CAL_030-9D-lcwgs-1-2.clmp.fp2_r2_screen	3845318	319312.0	8.31	0.0	0.0	0.0	0.0	4.0	0.0	39954.0	1.04	153841.0	4.0	390432.0	10.15	170693.0	4.43	294033.0	7.6499999999999995	179458.0	4.67	227769.0	5.92	223207.0	5.82	3423486	89.03
Cch-CAL_031-12F-lcwgs-1-2.clmp.fp2_r1_screen	8840070	717281.0	8.120000000000001	5.0	0.0	0.0	0.0	26.0	0.0	84567.0	0.9600000000000001	339433.0	3.8400000000000003	880748.0	9.969999999999999	372866.0	4.22	667748.0	7.55	409020.0	4.63	514974.0	5.819999999999999	509938.0	5.78	7887110	89.22
Cch-CAL_031-12F-lcwgs-1-2.clmp.fp2_r2_screen	8840070	721905.0	8.17	4.0	0.0	0.0	0.0	11.0	0.0	85633.0	0.97	342716.0	3.8800000000000003	886214.0	10.03	375703.0	4.25	670716.0	7.59	411667.0	4.65	517440.0	5.85	513241.0	5.8100000000000005	7883574	89.18
Cch-CAL_034-11A-lcwgs-1-2.clmp.fp2_r1_screen	16358756	1268148.0	7.75	11.0	0.0	0.0	0.0	22.0	0.0	162985.0	1.0	602102.0	3.67	1551280.0	9.49	669141.0	4.1000000000000005	1171316.0	7.15	727450.0	4.44	910809.0	5.57	904648.0	5.54	14675440	89.71
Cch-CAL_034-11A-lcwgs-1-2.clmp.fp2_r2_screen	16358756	1281412.0	7.84	6.0	0.0	0.0	0.0	10.0	0.0	163171.0	1.0	614648.0	3.75	1569686.0	9.6	678220.0	4.15	1185526.0	7.24	740804.0	4.53	923624.0	5.64	915713.0	5.6	14657445	89.6
Cch-CAL_036-3D-lcwgs-1-2.clmp.fp2_r1_screen	10308898	853591.0	8.28	2.0	0.0	0.0	0.0	22.0	0.0	104963.0	1.02	408881.0	3.9699999999999998	1044386.0	10.129999999999999	452422.0	4.39	793256.0	7.7	489264.0	4.75	613087.0	5.94	609132.0	5.91	9180073	89.05
Cch-CAL_036-3D-lcwgs-1-2.clmp.fp2_r2_screen	10308898	854219.0	8.29	0.0	0.0	0.0	0.0	17.0	0.0	106113.0	1.03	410525.0	3.99	1045807.0	10.139999999999999	452789.0	4.3999999999999995	793193.0	7.7	489918.0	4.76	612644.0	5.9399999999999995	609665.0	5.92	9181104	89.06
Cch-CAL_038-11A-lcwgs-1-2.clmp.fp2_r1_screen	10485649	838209.0	7.989999999999999	3.0	0.0	0.0	0.0	15.0	0.0	107248.0	1.02	397552.0	3.8	1026627.0	9.790000000000001	444322.0	4.24	776799.0	7.41	479187.0	4.57	599660.0	5.71	595945.0	5.6899999999999995	9373121	89.39
Cch-CAL_038-11A-lcwgs-1-2.clmp.fp2_r2_screen	10485649	842358.0	8.03	10.0	0.0	0.0	0.0	16.0	0.0	108463.0	1.04	402095.0	3.84	1034060.0	9.86	447450.0	4.27	781212.0	7.45	484249.0	4.62	602985.0	5.75	599646.0	5.720000000000001	9367878	89.34
Cch-CAL_039-12A-lcwgs-1-2.clmp.fp2_r1_screen	19478514	1530228.0	7.86	9.0	0.0	0.0	0.0	16.0	0.0	182120.0	0.9400000000000001	730031.0	3.75	1871825.0	9.6	815668.0	4.1899999999999995	1409470.0	7.239999999999999	856495.0	4.4	1083213.0	5.57	1075263.0	5.53	17450800	89.59
Cch-CAL_039-12A-lcwgs-1-2.clmp.fp2_r2_screen	19478514	1539132.0	7.9	17.0	0.0	0.0	0.0	8.0	0.0	183123.0	0.9400000000000001	738218.0	3.79	1885006.0	9.67	820831.0	4.22	1419768.0	7.29	865401.0	4.44	1090874.0	5.61	1083486.0	5.57	17439113	89.53
Cch-CAL_040-6D-lcwgs-1-2.clmp.fp2_r1_screen	20535135	1586350.0	7.73	14.0	0.0	0.0	0.0	29.0	0.0	198704.0	0.97	758025.0	3.69	1941486.0	9.45	841042.0	4.09	1467111.0	7.14	907937.0	4.42	1137611.0	5.54	1126570.0	5.49	18426176	89.73
Cch-CAL_040-6D-lcwgs-1-2.clmp.fp2_r2_screen	20535135	1605632.0	7.82	23.0	0.0	0.0	0.0	21.0	0.0	199644.0	0.97	774504.0	3.77	1967472.0	9.59	853470.0	4.16	1486764.0	7.24	926133.0	4.51	1153617.0	5.609999999999999	1141093.0	5.57	18401534	89.61
Cch-CAL_041-12H-lcwgs-1-2.clmp.fp2_r1_screen	14577315	1133751.0	7.78	8.0	0.0	0.0	0.0	25.0	0.0	136307.0	0.9400000000000001	542456.0	3.72	1386512.0	9.51	600944.0	4.12	1045039.0	7.17	643026.0	4.41	808186.0	5.54	800319.0	5.5	13072936	89.68
