1:>NC_043745.1 Salarias fasciatus chromosome 1, fSalaFa1.1, whole genome shotgun sequence
9557398:>NW_021941242.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9558847:>NW_021941243.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9561614:>NW_021941244.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9564278:>NW_021941245.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9566940:>NW_021941246.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9569509:>NW_021941247.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9572046:>NW_021941248.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9574380:>NW_021941249.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9576633:>NW_021941250.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9578868:>NW_021941251.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9581096:>NW_021941252.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9583320:>NW_021941253.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9585449:>NW_021941254.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9587441:>NW_021941255.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9589405:>NW_021941256.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9591371:>NW_021941257.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9593338:>NW_021941258.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9595246:>NW_021941259.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9597115:>NW_021941260.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9598983:>NW_021941261.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9600783:>NW_021941262.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9602580:>NW_021941263.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9604299:>NW_021941264.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9605974:>NW_021941265.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9607612:>NW_021941266.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9609046:>NW_021941267.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9610431:>NW_021941268.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9611808:>NW_021941269.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9613182:>NW_021941270.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9614538:>NW_021941271.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9615877:>NW_021941272.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9617218:>NW_021941273.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9618509:>NW_021941274.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9619783:>NW_021941275.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9621006:>NW_021941276.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9622215:>NW_021941277.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9623408:>NW_021941278.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9624583:>NW_021941279.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9625694:>NW_021941280.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9626796:>NW_021941281.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9627424:>NW_021941282.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9628501:>NW_021941283.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9629527:>NW_021941284.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9630529:>NW_021941285.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9631517:>NW_021941286.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9632495:>NW_021941287.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9633450:>NW_021941288.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9634385:>NW_021941289.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9635269:>NW_021941290.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9636141:>NW_021941291.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9636982:>NW_021941292.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9637811:>NW_021941293.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9638637:>NW_021941294.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9639463:>NW_021941295.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9640281:>NW_021941296.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9641065:>NW_021941297.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9641841:>NW_021941298.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9642588:>NW_021941299.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9643327:>NW_021941300.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9644057:>NW_021941301.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9644789:>NW_021941302.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9645513:>NW_021941303.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9646244:>NW_021941304.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9646964:>NW_021941305.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9647681:>NW_021941306.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9648385:>NW_021941307.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9649087:>NW_021941308.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9649786:>NW_021941309.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9650491:>NW_021941310.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9651194:>NW_021941311.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9651884:>NW_021941312.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9652569:>NW_021941313.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9653215:>NW_021941314.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9653856:>NW_021941315.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9654494:>NW_021941316.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9655130:>NW_021941317.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9655762:>NW_021941318.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9656397:>NW_021941319.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9657026:>NW_021941320.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9657653:>NW_021941321.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9658280:>NW_021941322.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9658908:>NW_021941323.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9659534:>NW_021941324.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9660161:>NW_021941325.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9660739:>NW_021941326.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9661304:>NW_021941327.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9661839:>NW_021941328.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9662367:>NW_021941329.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9662883:>NW_021941330.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9663388:>NW_021941331.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9663888:>NW_021941332.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9664387:>NW_021941333.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9664883:>NW_021941334.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9665358:>NW_021941335.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9665814:>NW_021941336.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9666262:>NW_021941337.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9666706:>NW_021941338.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9667147:>NW_021941339.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9667582:>NW_021941340.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9668004:>NW_021941341.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9668425:>NW_021941342.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9668844:>NW_021941343.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9669264:>NW_021941344.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9669670:>NW_021941345.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9670075:>NW_021941346.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9670472:>NW_021941347.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9670861:>NW_021941348.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9671247:>NW_021941349.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9671619:>NW_021941350.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9671984:>NW_021941351.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9672336:>NW_021941352.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9672672:>NW_021941353.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9673000:>NW_021941354.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9673321:>NW_021941355.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9673650:>NW_021941356.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9673974:>NW_021941357.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9674298:>NW_021941358.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9674609:>NW_021941359.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9674911:>NW_021941360.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9675213:>NW_021941361.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9675512:>NW_021941362.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9675807:>NW_021941363.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9676100:>NW_021941364.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9676393:>NW_021941365.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9676682:>NW_021941366.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9676956:>NW_021941367.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9677220:>NW_021941368.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9677412:>NW_021941369.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9677600:>NW_021941370.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9677757:>NW_021941371.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9677827:>NW_021941372.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9677867:>NW_021941373.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9710276:>NW_021941374.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9749374:>NW_021941375.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9749522:>NW_021941376.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9762590:>NW_021941377.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9775321:>NW_021941378.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9787890:>NW_021941379.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9792830:>NW_021941380.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9803635:>NW_021941381.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9813742:>NW_021941382.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9823605:>NW_021941383.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9833291:>NW_021941384.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9838725:>NW_021941385.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9847241:>NW_021941386.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9854457:>NW_021941387.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9861549:>NW_021941388.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9868558:>NW_021941389.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9875520:>NW_021941390.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9882482:>NW_021941391.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9889272:>NW_021941392.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9895605:>NW_021941393.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9901796:>NW_021941394.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9907753:>NW_021941395.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9913427:>NW_021941396.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9918954:>NW_021941397.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9924268:>NW_021941398.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9929352:>NW_021941399.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9933940:>NW_021941400.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9938429:>NW_021941401.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9942752:>NW_021941402.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9946902:>NW_021941403.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9950944:>NW_021941404.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9954964:>NW_021941405.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9958535:>NW_021941406.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9962040:>NW_021941407.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9965494:>NW_021941408.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9968937:>NC_004412.1 Salarias fasciatus mitochondrion, complete genome
