1:>NC_043745.1 Salarias fasciatus chromosome 1, fSalaFa1.1, whole genome shotgun sequence
513539:>NC_043746.1 Salarias fasciatus chromosome 2, fSalaFa1.1, whole genome shotgun sequence
960382:>NC_043747.1 Salarias fasciatus chromosome 3, fSalaFa1.1, whole genome shotgun sequence
1340533:>NC_043748.1 Salarias fasciatus chromosome 4, fSalaFa1.1, whole genome shotgun sequence
1680158:>NC_043749.1 Salarias fasciatus chromosome 5, fSalaFa1.1, whole genome shotgun sequence
2144026:>NC_043750.1 Salarias fasciatus chromosome 6, fSalaFa1.1, whole genome shotgun sequence
2660239:>NC_043751.1 Salarias fasciatus chromosome 7, fSalaFa1.1, whole genome shotgun sequence
3077488:>NW_021941229.1 Salarias fasciatus chromosome 7 unlocalized genomic scaffold, fSalaFa1.1 super_scaffold_4, whole genome shotgun sequence
3431318:>NC_043752.1 Salarias fasciatus chromosome 8, fSalaFa1.1, whole genome shotgun sequence
3707356:>NC_043753.1 Salarias fasciatus chromosome 9, fSalaFa1.1, whole genome shotgun sequence
4034710:>NC_043754.1 Salarias fasciatus chromosome 10, fSalaFa1.1, whole genome shotgun sequence
4386271:>NC_043755.1 Salarias fasciatus chromosome 11, fSalaFa1.1, whole genome shotgun sequence
4836990:>NC_043756.1 Salarias fasciatus chromosome 12, fSalaFa1.1, whole genome shotgun sequence
5246111:>NC_043757.1 Salarias fasciatus chromosome 13, fSalaFa1.1, whole genome shotgun sequence
5619925:>NC_043758.1 Salarias fasciatus chromosome 14, fSalaFa1.1, whole genome shotgun sequence
6132506:>NC_043759.1 Salarias fasciatus chromosome 15, fSalaFa1.1, whole genome shotgun sequence
6515051:>NC_043760.1 Salarias fasciatus chromosome 16, fSalaFa1.1, whole genome shotgun sequence
6943133:>NC_043761.1 Salarias fasciatus chromosome 17, fSalaFa1.1, whole genome shotgun sequence
7223476:>NC_043762.1 Salarias fasciatus chromosome 18, fSalaFa1.1, whole genome shotgun sequence
7618798:>NC_043763.1 Salarias fasciatus chromosome 19, fSalaFa1.1, whole genome shotgun sequence
7944179:>NC_043764.1 Salarias fasciatus chromosome 20, fSalaFa1.1, whole genome shotgun sequence
8371002:>NC_043765.1 Salarias fasciatus chromosome 22, fSalaFa1.1, whole genome shotgun sequence
8767621:>NC_043766.1 Salarias fasciatus chromosome 23, fSalaFa1.1, whole genome shotgun sequence
9288941:>NW_021941230.1 Salarias fasciatus chromosome 23 unlocalized genomic scaffold, fSalaFa1.1 super_scaffold_20, whole genome shotgun sequence
9523746:>NW_021941231.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9527073:>NW_021941232.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9530378:>NW_021941233.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9533653:>NW_021941234.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9536750:>NW_021941235.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9539852:>NW_021941236.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9542871:>NW_021941237.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9545824:>NW_021941238.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9548773:>NW_021941239.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9551693:>NW_021941240.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
9554581:>NW_021941241.1 Salarias fasciatus unplaced genomic scaffold, fSalaFa1.1, whole genome shotgun sequence
