Sample	0.0	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	10.0	11.0	12.0	13.0	14.0	15.0	16.0	17.0	18.0	19.0	20.0	21.0	22.0	23.0	24.0	25.0	26.0	27.0	28.0	29.0	30.0	31.0	32.0	33.0	34.0	35.0	36.0	37.0	38.0	39.0	40.0	41.0	42.0	43.0	44.0	45.0	46.0	47.0	48.0	49.0	50.0	51.0	52.0	53.0	54.0	55.0	56.0	57.0	58.0	59.0	60.0	61.0	62.0	63.0	64.0	65.0	66.0	67.0	68.0	69.0	70.0	71.0	72.0	73.0	74.0	75.0	76.0	77.0	78.0	79.0	80.0	81.0	82.0	83.0	84.0	85.0	86.0	87.0	88.0	89.0	90.0	91.0	92.0	93.0	94.0	95.0	96.0	97.0	98.0	99.0	100.0
Sfa-ABas_001_Ex1_L3_1	18.0	23.5	33.5	48.0	76.5	111.5	183.0	275.5	399.5	607.5	857.5	1221.0	1685.5	2401.0	3452.5	4976.0	7342.0	10864.5	16143.0	24113.5	35351.0	50339.0	70595.0	96922.0	131023.0	173053.0	223195.5	281590.0	345892.5	415992.5	489102.0	563091.0	640388.5	731426.0	837968.0	934475.5	1032239.5	1131640.5	1224201.5	1314456.5	1366802.5	1365464.5	1362282.0	1385172.5	1395338.5	1384503.5	1366741.5	1302630.5	1191283.5	1090128.0	1003040.0	908378.0	814182.0	733334.0	659182.0	592794.5	533616.5	481967.5	437386.5	397253.5	360398.5	327401.5	299524.0	272806.0	248702.0	279086.0	273463.0	204840.5	172027.0	152777.0	136285.5	121046.5	106810.5	92444.0	78718.5	65930.5	53729.5	42720.0	32978.5	24712.0	17606.5	11759.5	7474.0	4736.5	2888.0	1801.5	1164.5	760.5	554.0	415.0	306.0	250.0	190.5	122.0	100.0	80.5	57.0	52.5	56.0	39.5	12.5
Sfa-ABas_001_Ex1_L3_2	44.0	99.5	323.0	700.0	1049.5	1317.0	1500.5	1581.5	1680.5	1816.5	2002.5	2391.5	2939.5	3585.0	4605.5	6104.5	8508.5	12197.5	17413.0	25079.5	35937.0	50900.0	71372.5	98157.0	131260.0	172978.0	222889.5	279818.0	342398.0	409830.0	482333.0	556750.5	633532.5	723628.5	829331.5	926183.0	1022754.5	1123095.5	1215765.0	1302884.0	1359509.5	1366245.0	1367295.5	1389674.0	1398293.0	1386744.0	1367437.5	1302897.5	1192848.0	1090602.5	999325.5	905518.5	815566.0	737167.5	664341.0	597670.0	538792.0	487095.0	441299.0	400585.0	364390.0	330997.0	301268.5	273968.5	248472.0	226433.5	206263.0	187812.5	171294.0	154664.5	139149.0	124624.0	111155.0	98524.0	86293.5	74530.5	63130.0	52710.5	43038.0	34732.0	27538.0	21332.0	16523.5	12786.0	9988.5	7861.5	6166.0	4771.0	3592.5	2728.5	2088.5	1589.0	1216.5	969.0	815.0	691.0	594.0	575.5	613.5	825.0	7125.5
Sfa-ABas_002_Ex1_L3_1	16.0	19.5	32.0	55.0	69.0	83.5	140.0	201.5	265.0	394.5	576.0	837.0	1254.0	1747.5	2421.0	3551.0	5212.0	7700.0	11475.0	16777.0	24049.0	34024.0	47520.5	65489.0	88885.5	119224.0	155169.0	195819.0	242282.5	292014.0	344396.5	399699.0	461611.5	545626.5	650072.0	743410.5	837817.0	941540.0	1048965.5	1159766.5	1231246.0	1241631.0	1252797.0	1305411.0	1357127.5	1386513.5	1403041.5	1364816.0	1265044.0	1172840.0	1094331.5	1007773.0	922977.0	844381.5	766986.5	693018.5	622423.0	555064.5	492442.0	433390.0	377104.0	326717.5	283899.0	245832.5	212678.0	220248.0	209187.5	153612.0	120512.5	101572.0	86950.0	73886.5	62146.0	52245.5	43224.5	35107.5	28411.0	22842.5	18216.0	14424.0	11015.0	7795.0	5273.0	3680.0	2597.5	1894.5	1443.5	1102.5	858.5	702.5	570.5	414.5	318.5	277.0	223.0	155.5	110.5	93.0	73.0	42.5	21.5
Sfa-ABas_002_Ex1_L3_2	47.0	100.0	336.5	647.5	934.5	1205.0	1388.0	1492.5	1621.0	1742.0	1893.0	2167.5	2547.0	3082.0	3780.0	4849.5	6624.0	9143.0	12836.5	18353.0	25608.0	35243.5	48462.0	66417.0	89895.5	119713.0	155585.0	195916.0	241553.5	291591.0	343142.0	397575.5	457774.5	538838.5	640828.5	733493.0	828984.5	931176.5	1037508.5	1148628.0	1223109.5	1240991.5	1256663.5	1308869.0	1359205.5	1385661.0	1401305.0	1364866.0	1266118.0	1170332.0	1088996.5	1003595.0	918758.0	843299.0	769803.0	696753.0	625764.5	557883.5	494832.5	434894.0	378996.0	329413.0	285054.0	246152.5	212875.5	184278.0	159479.0	137873.5	119208.5	102908.5	88729.0	76164.5	64865.0	54630.5	46053.0	39109.5	33289.5	28584.0	24704.5	21539.5	18721.5	16020.0	13644.0	12086.5	10832.0	9481.5	8264.0	7168.0	6069.0	4981.5	4030.5	3108.5	2349.5	1848.0	1486.0	1239.5	1087.0	1036.5	1051.5	1247.0	8799.0
Sfa-ABas_003_Ex1_L3_1	13.0	16.5	30.0	46.0	63.5	96.0	161.0	233.5	372.0	576.0	859.0	1229.5	1731.0	2487.5	3532.0	5014.0	7189.0	10446.5	15484.5	23038.0	33812.5	48544.0	67981.0	94043.0	127981.5	170509.0	220372.5	276815.0	338908.0	405148.5	472903.0	540230.0	610352.5	691847.5	783323.5	862695.0	939690.0	1020170.0	1097095.0	1170673.0	1212931.5	1207050.5	1201188.0	1223338.5	1239487.0	1239343.5	1230174.5	1176345.5	1076480.5	983662.0	901444.0	814551.5	732632.0	661549.0	592684.0	528209.5	470145.0	417255.0	369611.5	325366.0	285382.0	249752.5	218933.0	192254.5	169216.5	171351.0	161654.0	125033.0	102207.0	87523.5	75549.0	64770.0	54407.5	45532.5	37774.0	30371.5	23724.0	18067.0	13463.0	9940.5	7029.0	4706.0	3121.0	2066.5	1346.0	923.0	696.5	517.5	396.0	335.0	279.0	213.0	140.0	106.0	76.0	56.0	49.0	33.0	34.0	29.0	11.5
Sfa-ABas_003_Ex1_L3_2	38.0	78.0	241.0	494.0	775.5	987.0	1126.0	1243.0	1337.0	1524.5	1767.0	2140.0	2643.5	3291.0	4379.5	5833.5	7983.0	11373.5	16502.0	23855.5	34342.5	48918.0	68052.0	93650.0	127278.0	169155.0	217875.0	273040.5	334410.5	400016.5	466517.5	534119.0	604144.5	682936.0	771295.0	850795.0	929804.0	1008779.0	1085783.5	1162586.0	1207397.0	1208281.5	1206581.5	1229110.0	1243636.0	1238816.0	1229259.5	1178132.5	1079097.5	984552.0	901240.0	816165.0	735977.0	664338.5	597608.0	534166.5	474763.5	422616.5	373989.0	328218.5	288532.5	252903.5	221322.5	194033.5	169699.0	149477.0	131661.5	115320.5	101238.0	88314.5	76362.5	66054.5	56306.0	46995.5	39038.5	31912.0	25584.0	20535.0	16419.5	13180.5	10876.0	9210.0	8075.0	7266.0	6718.0	6500.0	6110.5	5515.0	5012.0	4379.0	3681.5	3038.5	2431.0	1848.0	1421.0	1054.0	802.0	686.5	660.5	794.5	6337.5
Sfa-ABas_004_Ex1_L3_1	15.0	22.0	35.0	59.0	87.5	131.0	207.0	306.0	486.0	809.5	1156.5	1616.5	2318.5	3208.5	4432.0	6177.0	8886.0	13017.5	18809.0	27199.0	39475.0	55935.0	78345.0	107813.0	145197.5	191279.5	245235.5	306597.5	373663.5	445096.5	516023.0	585550.5	655279.5	729657.0	811197.5	881172.0	947521.5	1012787.5	1070651.0	1126292.0	1155431.0	1143447.5	1126144.5	1130638.5	1130638.0	1114150.0	1088020.5	1028555.0	936176.0	849611.5	772512.5	694751.0	621972.5	555891.5	493165.5	434829.0	381874.5	333825.5	289679.0	249465.5	212877.5	179911.0	151465.5	127367.0	107826.5	119854.5	114502.5	75045.5	54789.0	43684.0	35689.5	28924.0	23388.0	18615.5	14788.5	11755.0	8993.5	7044.0	5421.5	4034.0	2997.0	2107.0	1475.5	1078.0	822.0	610.5	484.5	414.0	349.0	278.5	228.0	192.5	140.5	103.0	75.5	57.0	46.5	39.0	33.5	23.5	10.5
Sfa-ABas_004_Ex1_L3_2	38.0	89.5	272.0	572.5	881.5	1101.0	1238.0	1377.0	1594.5	1852.5	2140.5	2604.5	3308.0	4203.5	5552.0	7455.0	10078.0	14127.5	20044.0	28560.5	40447.5	56599.5	78691.5	107367.0	143498.0	187885.5	240884.0	300873.0	367416.5	438676.0	508483.5	577099.5	646015.5	719189.0	799771.5	872696.5	940452.5	1005600.5	1064958.5	1121634.5	1153334.0	1147257.0	1134123.5	1137952.5	1137174.5	1118222.0	1091542.0	1031677.5	937197.5	849219.0	770323.0	693869.5	623430.5	558957.0	497785.0	439479.0	386030.0	337509.5	292159.5	250663.0	213976.0	181400.5	152607.5	127739.0	106985.5	89515.5	74672.5	62532.0	52276.5	43814.0	36577.0	30273.5	25122.5	20845.0	17719.0	15199.0	13096.0	11779.5	10817.5	10015.5	9206.5	8581.0	8097.0	7635.5	7070.0	6405.0	5697.0	4998.0	4335.0	3619.0	2910.0	2251.5	1668.5	1270.5	985.0	779.5	674.5	623.5	648.5	842.5	7044.5
Sfa-ABas_005_Ex1_L3_1	10.0	13.5	23.0	42.0	60.0	98.0	145.0	207.5	334.5	489.5	690.0	1016.5	1482.5	2069.5	2872.0	4110.0	5971.0	8722.0	12796.0	18619.0	26550.0	37388.0	52159.5	72214.5	98813.5	132373.5	172073.5	218794.0	273244.0	333758.5	397624.5	464257.0	536261.0	620493.5	718021.5	812271.0	907842.0	1010255.0	1115631.5	1216041.5	1283532.5	1308960.0	1334156.0	1384732.5	1422076.0	1433969.5	1435400.0	1389914.5	1296004.0	1201445.0	1110586.5	1012967.5	912252.5	811647.0	712260.0	618652.5	532051.5	455126.5	386553.5	325822.5	272675.5	225840.0	186516.5	154184.5	128392.5	124678.5	114710.5	83632.0	62995.0	50612.0	41152.5	33650.5	27326.5	21957.0	17746.5	14286.5	11485.5	9390.0	7563.0	5996.0	4531.0	3184.0	2290.5	1679.5	1267.0	998.0	787.5	609.5	481.0	409.0	338.0	273.5	212.0	163.5	118.0	87.5	75.0	60.5	54.5	39.5	15.0
