
PCAngsd v.1.10.
Jonas Meisner and Anders Albrechtsen.
Using 40 thread(s).

Parsing Beagle file.
Loaded 108036 sites and 81 individuals.
Estimating minor allele frequencies.
EM (MAF) converged at iteration: 12
Number of sites after MAF filtering (0.05): 24272

Estimating covariance matrix.
Using 1 principal components (MAP test).
Individual allele frequencies estimated (1).
Individual allele frequencies estimated (2). RMSE=0.2215782387124352
Individual allele frequencies estimated (3). RMSE=0.2218800030399456
Individual allele frequencies estimated (4). RMSE=0.009834286591357015
Individual allele frequencies estimated (5). RMSE=0.008148138889030668
Individual allele frequencies estimated (6). RMSE=0.006908975712339856
Individual allele frequencies estimated (7). RMSE=0.005944053029047416
Individual allele frequencies estimated (8). RMSE=0.005161794988338889
Individual allele frequencies estimated (9). RMSE=0.00453037982736808
Individual allele frequencies estimated (10). RMSE=0.0040125751381917445
Individual allele frequencies estimated (11). RMSE=0.003599218040672636
Individual allele frequencies estimated (12). RMSE=0.003265487533235148
Individual allele frequencies estimated (13). RMSE=0.0029740117576711514
Individual allele frequencies estimated (14). RMSE=0.0027334286557432618
Individual allele frequencies estimated (15). RMSE=0.00252664829092434
Individual allele frequencies estimated (16). RMSE=0.0023541390135164
Individual allele frequencies estimated (17). RMSE=0.00219478235056303
Individual allele frequencies estimated (18). RMSE=0.0020563362368965186
Individual allele frequencies estimated (19). RMSE=0.0019529101437057823
Individual allele frequencies estimated (20). RMSE=0.001858479293043661
Individual allele frequencies estimated (21). RMSE=0.0017680982298027854
Individual allele frequencies estimated (22). RMSE=0.0016736631036492777
Individual allele frequencies estimated (23). RMSE=0.0015923481955092162
Individual allele frequencies estimated (24). RMSE=0.0015244096894849856
Individual allele frequencies estimated (25). RMSE=0.0014606944969784662
Individual allele frequencies estimated (26). RMSE=0.0014022199112855346
Individual allele frequencies estimated (27). RMSE=0.0013519352667597912
Individual allele frequencies estimated (28). RMSE=0.0012959768598907403
Individual allele frequencies estimated (29). RMSE=0.0012504550125453727
Individual allele frequencies estimated (30). RMSE=0.001206200804065691
Individual allele frequencies estimated (31). RMSE=0.0011671260360510572
Individual allele frequencies estimated (32). RMSE=0.001127514356712845
Individual allele frequencies estimated (33). RMSE=0.001096554514788887
Individual allele frequencies estimated (34). RMSE=0.0010605970031121804
Individual allele frequencies estimated (35). RMSE=0.001032353438625785
Individual allele frequencies estimated (36). RMSE=0.001005018729604408
Individual allele frequencies estimated (37). RMSE=0.0009815990847924817
Individual allele frequencies estimated (38). RMSE=0.0009632015286814448
Individual allele frequencies estimated (39). RMSE=0.0009446739529922497
Individual allele frequencies estimated (40). RMSE=0.0009259358395857404
Individual allele frequencies estimated (41). RMSE=0.0009071152382533559
Individual allele frequencies estimated (42). RMSE=0.000893751596456101
