Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage
Pbb-AGal_001-Ex1-12E-lcwgs-1-1.clmp.fp2_r1_screen	286716	21380.0	7.460000000000001	28.0	0.01	0.0	0.0	1.0	0.0	10756.0	3.75	33430.0	11.66	30445.0	10.62	15535.0	5.42	19891.0	6.9399999999999995	15711.0	5.48	17261.0	6.02	16807.0	5.8500000000000005	241013	84.06
Pbb-AGal_001-Ex1-12E-lcwgs-1-1.clmp.fp2_r2_screen	286716	21240.0	7.42	21.0	0.01	0.0	0.0	0.0	0.0	10656.0	3.72	33265.0	11.600000000000001	30219.0	10.54	15393.0	5.36	19684.0	6.87	15602.0	5.4399999999999995	17054.0	5.95	16650.0	5.8	241242	84.14
Pbb-AGal_002-Ex1-12F-lcwgs-1-1.clmp.fp2_r1_screen	2331370	424735.0	18.21	466.0	0.02	0.0	0.0	7.0	0.0	271696.0	11.649999999999999	681288.0	29.22	561273.0	24.07	357326.0	15.33	405471.0	17.400000000000002	355639.0	15.25	376807.0	16.16	376429.0	16.15	1507463	64.66
Pbb-AGal_002-Ex1-12F-lcwgs-1-1.clmp.fp2_r2_screen	2331370	417784.0	17.92	469.0	0.02	0.0	0.0	3.0	0.0	266874.0	11.44	673246.0	28.880000000000003	554319.0	23.77	349941.0	15.01	397993.0	17.08	348581.0	14.95	369572.0	15.85	369249.0	15.84	1515390	65.0
Pbb-AGal_003-Ex1-12G-lcwgs-1-1.clmp.fp2_r1_screen	4062387	112100.0	2.76	17.0	0.0	0.0	0.0	29.0	0.0	26001.0	0.64	67147.0	1.6500000000000001	160443.0	3.96	56205.0	1.3800000000000001	105957.0	2.6	67450.0	1.66	81930.0	2.02	70181.0	1.73	3876329	95.42
Pbb-AGal_003-Ex1-12G-lcwgs-1-1.clmp.fp2_r2_screen	4062387	112095.0	2.75	12.0	0.0	0.0	0.0	8.0	0.0	26048.0	0.64	67390.0	1.6600000000000001	161170.0	3.96	56231.0	1.3800000000000001	106275.0	2.62	67690.0	1.66	82056.0	2.02	70283.0	1.73	3875923	95.41
Pbb-AGal_004-Ex1-12H-lcwgs-1-1.clmp.fp2_r1_screen	2619832	126801.0	4.84	90.0	0.0	0.0	0.0	13.0	0.0	46337.0	1.77	138632.0	5.3	172040.0	6.57	76653.0	2.92	113785.0	4.35	82831.0	3.16	93938.0	3.58	86592.0	3.3	2381427	90.9
Pbb-AGal_004-Ex1-12H-lcwgs-1-1.clmp.fp2_r2_screen	2619832	126447.0	4.83	80.0	0.0	0.0	0.0	3.0	0.0	46119.0	1.76	138143.0	5.27	172167.0	6.57	76304.0	2.9	113184.0	4.3100000000000005	82484.0	3.14	93410.0	3.56	86184.0	3.28	2381689	90.91
Pbb-AGal_005-Ex1-1A-lcwgs-1-1.clmp.fp2_r1_screen	1784674	228655.0	12.8	431.0	0.03	0.0	0.0	6.0	0.0	65244.0	3.65	427044.0	23.92	279411.0	15.65	97665.0	5.4799999999999995	121994.0	6.83	94782.0	5.31	102411.0	5.74	99669.0	5.59	1178777	66.05
Pbb-AGal_005-Ex1-1A-lcwgs-1-1.clmp.fp2_r2_screen	1784674	227812.0	12.76	426.0	0.03	0.0	0.0	2.0	0.0	64932.0	3.63	425322.0	23.83	278190.0	15.59	96749.0	5.42	121226.0	6.8	93954.0	5.26	101354.0	5.68	98755.0	5.53	1180918	66.17
Pbb-AGal_006-Ex1-1B-lcwgs-1-1.clmp.fp2_r1_screen	16546463	1200148.0	7.25	246.0	0.0	0.0	0.0	59.0	0.0	225025.0	1.36	614115.0	3.71	1084209.0	6.549999999999999	441926.0	2.67	717287.0	4.34	468921.0	2.84	544408.0	3.29	508568.0	3.0700000000000003	14871960	89.88
Pbb-AGal_006-Ex1-1B-lcwgs-1-1.clmp.fp2_r2_screen	16546463	1197718.0	7.24	250.0	0.0	0.0	0.0	11.0	0.0	223007.0	1.35	611069.0	3.7	1082170.0	6.539999999999999	439012.0	2.64	714811.0	4.319999999999999	466618.0	2.82	542287.0	3.28	506387.0	3.0599999999999996	14875270	89.9
Pbb-AGal_007-Ex1-1C-lcwgs-1-1.clmp.fp2_r1_screen	15182583	495800.0	3.27	17.0	0.0	0.0	0.0	36.0	0.0	94629.0	0.62	253993.0	1.67	698061.0	4.6	243846.0	1.6099999999999999	475175.0	3.1300000000000003	273966.0	1.8	338329.0	2.23	314622.0	2.0700000000000003	14417380	94.96
Pbb-AGal_007-Ex1-1C-lcwgs-1-1.clmp.fp2_r2_screen	15182583	491722.0	3.2399999999999998	21.0	0.0	0.0	0.0	10.0	0.0	91963.0	0.61	250642.0	1.65	695430.0	4.58	240029.0	1.5699999999999998	471061.0	3.1	270561.0	1.78	334432.0	2.21	310944.0	2.05	14420417	94.98
Pbb-AGal_008-Ex1-1D-lcwgs-1-1.clmp.fp2_r1_screen	2860636	137450.0	4.8	255.0	0.01	0.0	0.0	42.0	0.0	42802.0	1.5	284583.0	9.96	236531.0	8.27	81234.0	2.8400000000000003	125800.0	4.41	83652.0	2.92	95680.0	3.35	91623.0	3.2	2455283	85.83
Pbb-AGal_008-Ex1-1D-lcwgs-1-1.clmp.fp2_r2_screen	2860636	136981.0	4.78	266.0	0.01	0.0	0.0	4.0	0.0	42457.0	1.49	283824.0	9.92	236152.0	8.26	80606.0	2.81	124977.0	4.37	82859.0	2.9	95323.0	3.3400000000000003	90995.0	3.18	2456142	85.86
Pbb-AGal_009-Ex1-1E-lcwgs-1-1.clmp.fp2_r1_screen	26610868	1059677.0	3.99	228.0	0.0	0.0	0.0	112.0	0.0	293844.0	1.11	779992.0	2.9299999999999997	1496031.0	5.62	584593.0	2.19	1021287.0	3.84	634636.0	2.38	759627.0	2.8600000000000003	716594.0	2.69	24835923	93.33
Pbb-AGal_009-Ex1-1E-lcwgs-1-1.clmp.fp2_r2_screen	26610868	1057396.0	3.9699999999999998	247.0	0.0	0.0	0.0	28.0	0.0	292653.0	1.1	777721.0	2.92	1494079.0	5.61	582506.0	2.19	1018851.0	3.83	633718.0	2.38	758090.0	2.85	714680.0	2.69	24838584	93.34
Pbb-AGal_010-Ex1-1F-lcwgs-1-1.clmp.fp2_r1_screen	5655037	545498.0	9.65	706.0	0.01	0.0	0.0	27.0	0.0	69490.0	1.23	659380.0	11.66	521481.0	9.23	137177.0	2.4200000000000004	221837.0	3.92	137420.0	2.43	159468.0	2.8200000000000003	148476.0	2.6300000000000003	4466913	78.99
Pbb-AGal_010-Ex1-1F-lcwgs-1-1.clmp.fp2_r2_screen	5655037	545888.0	9.649999999999999	702.0	0.01	0.0	0.0	7.0	0.0	70444.0	1.25	658188.0	11.65	520478.0	9.2	137504.0	2.43	222169.0	3.92	137988.0	2.4400000000000004	159885.0	2.83	149038.0	2.63	4469175	79.03
