Sample	Protists_1k	Bacteria_24k	Human	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Ecoli	Multiple Genomes	No hits
Pbb-CVer_031-Ex1-8G-lcwgs-1-1.clmp.fp2_r2_screen	59224.0	50749.0	9057.0	5783.0	4548.0	638.0	547.0	278.0	12.0	0.0	0.0	195636.0	4774646.0
Pbb-CVer_032-Ex1-8H-lcwgs-1-1.clmp.fp2_r1_screen	69752.0	29771.0	11524.0	6409.0	5397.0	767.0	747.0	290.0	18.0	0.0	0.0	232626.0	6139072.0
Pbb-CVer_032-Ex1-8H-lcwgs-1-1.clmp.fp2_r2_screen	69201.0	29673.0	11389.0	6409.0	5452.0	778.0	766.0	317.0	12.0	0.0	0.0	232005.0	6140371.0
Pbb-CVer_033-Ex1-9A-lcwgs-1-1.clmp.fp2_r1_screen	41098.0	56582.0	6361.0	3578.0	3014.0	436.0	411.0	195.0	9.0	0.0	0.0	144346.0	3576753.0
Pbb-CVer_033-Ex1-9A-lcwgs-1-1.clmp.fp2_r2_screen	40611.0	56725.0	6314.0	3374.0	3106.0	443.0	424.0	188.0	3.0	0.0	0.0	144842.0	3576753.0
Pbb-CVer_034-Ex1-9B-lcwgs-1-1.clmp.fp2_r1_screen	20902.0	7319.0	3245.0	1942.0	1676.0	249.0	221.0	86.0	3.0	0.0	0.0	68318.0	1876247.0
Pbb-CVer_034-Ex1-9B-lcwgs-1-1.clmp.fp2_r2_screen	20616.0	7298.0	3238.0	1989.0	1717.0	257.0	234.0	92.0	1.0	0.0	0.0	68915.0	1875851.0
Pbb-CVer_035-Ex1-9C-lcwgs-1-1.clmp.fp2_r1_screen	23703.0	13256.0	3499.0	2186.0	1751.0	247.0	236.0	101.0	2.0	0.0	0.0	78592.0	1908865.0
Pbb-CVer_035-Ex1-9C-lcwgs-1-1.clmp.fp2_r2_screen	23523.0	13320.0	3499.0	2242.0	1742.0	241.0	249.0	120.0	1.0	0.0	0.0	78636.0	1908865.0
Pbb-CVer_036-Ex1-9D-lcwgs-1-1.clmp.fp2_r1_screen	20076.0	76279.0	2612.0	1566.0	1201.0	157.0	152.0	93.0	2.0	0.0	0.0	79705.0	1414666.0
Pbb-CVer_036-Ex1-9D-lcwgs-1-1.clmp.fp2_r2_screen	19866.0	76408.0	2595.0	1560.0	1096.0	163.0	179.0	78.0	3.0	0.0	0.0	80055.0	1414506.0
Pbb-CVer_037-Ex1-9E-lcwgs-1-1.clmp.fp2_r1_screen	12841.0	9385.0	2028.0	1276.0	1144.0	166.0	122.0	60.0	1.0	0.0	0.0	45132.0	1069536.0
Pbb-CVer_037-Ex1-9E-lcwgs-1-1.clmp.fp2_r2_screen	12810.0	9292.0	1990.0	1226.0	1045.0	157.0	131.0	85.0	2.0	0.0	0.0	45760.0	1069193.0
Pbb-CVer_038-Ex1-9F-lcwgs-1-1.clmp.fp2_r1_screen	69823.0	36077.0	10405.0	6535.0	5255.0	722.0	675.0	321.0	16.0	0.0	0.0	226883.0	5452926.0
Pbb-CVer_038-Ex1-9F-lcwgs-1-1.clmp.fp2_r2_screen	68804.0	35981.0	10287.0	6416.0	5215.0	706.0	758.0	327.0	12.0	0.0	0.0	228787.0	5452345.0
Pbb-CVer_039-Ex1-9G-lcwgs-1-1.clmp.fp2_r1_screen	40163.0	32235.0	7843.0	3542.0	2990.0	427.0	389.0	144.0	9.0	0.0	0.0	127750.0	3294149.0
Pbb-CVer_039-Ex1-9G-lcwgs-1-1.clmp.fp2_r2_screen	39874.0	32303.0	7883.0	3577.0	2967.0	406.0	385.0	155.0	5.0	0.0	0.0	128288.0	3293798.0
Pbb-CVer_040-Ex1-9H-lcwgs-1-1.clmp.fp2_r1_screen	72736.0	16390.0	11170.0	6952.0	6007.0	820.0	752.0	298.0	11.0	0.0	0.0	227963.0	6331975.0
Pbb-CVer_040-Ex1-9H-lcwgs-1-1.clmp.fp2_r2_screen	72160.0	16183.0	11036.0	6794.0	5832.0	793.0	754.0	304.0	3.0	0.0	0.0	228573.0	6332642.0
Pbb-CVer_041-Ex1-10A-lcwgs-1-1.clmp.fp2_r1_screen	6939.0	8412.0	1048.0	696.0	572.0	80.0	69.0	40.0	0.0	0.0	0.0	24164.0	557408.0
Pbb-CVer_041-Ex1-10A-lcwgs-1-1.clmp.fp2_r2_screen	6780.0	8385.0	1058.0	684.0	557.0	72.0	74.0	32.0	3.0	0.0	0.0	24435.0	557348.0
Pbb-CVer_042-Ex1-10B-lcwgs-1-1.clmp.fp2_r1_screen	14086.0	2027.0	2191.0	1288.0	1088.0	152.0	117.0	74.0	4.0	0.0	0.0	43167.0	1251250.0
Pbb-CVer_042-Ex1-10B-lcwgs-1-1.clmp.fp2_r2_screen	13872.0	2070.0	2195.0	1267.0	1097.0	141.0	125.0	58.0	1.0	0.0	0.0	43237.0	1251381.0
Pbb-CVer_043-Ex1-10C-lcwgs-1-1.clmp.fp2_r1_screen	20956.0	4319.0	3097.0	2075.0	1643.0	265.0	227.0	99.0	4.0	0.0	0.0	69040.0	1839573.0
Pbb-CVer_043-Ex1-10C-lcwgs-1-1.clmp.fp2_r2_screen	20724.0	4325.0	3150.0	2011.0	1621.0	272.0	227.0	93.0	4.0	0.0	0.0	69298.0	1839573.0
Pbb-CVer_044-Ex1-10D-lcwgs-1-1.clmp.fp2_r1_screen	46564.0	35899.0	9947.0	4231.0	3556.0	491.0	490.0	186.0	4.0	0.0	0.0	153603.0	4156285.0
Pbb-CVer_044-Ex1-10D-lcwgs-1-1.clmp.fp2_r2_screen	46113.0	35757.0	9803.0	4162.0	3568.0	502.0	509.0	193.0	9.0	0.0	0.0	154796.0	4155844.0
