pos	3pG>A
1	0.0283185840707965
2	0.0381736526946108
3	0.0185430463576159
4	0.0160233066278223
5	0.01506456241033
6	0.0135135135135135
7	0.0172786177105832
8	0.0223380491437081
9	0.0164670658682635
10	0.0170542635658915
11	0.0129124820659971
12	0.00879120879120879
13	0.014367816091954
14	0.0145878920495988
15	0.010233918128655
16	0.0147275405007364
17	0.0108225108225108
18	0.018698578908003
19	0.0139296187683284
20	0.0104712041884817
21	0.012372634643377
22	0.00964391691394659
23	0.0166908563134978
24	0.0136882129277567
25	0.0214338507021434
