pos	5pC>T
1	0.00199311469469107
2	0.00621421930811763
3	0.00405338227983633
4	0.00408642350997696
5	0.00430487583831793
6	0.00343794509110554
7	0.00496383491703305
8	0.00433670150483542
9	0.00352799568339352
10	0.00443808160343593
11	0.00385156961815622
12	0.00379246348745259
13	0.0038548562809017
14	0.00313062869885925
15	0.004149377593361
16	0.00330291177748805
17	0.00401058110760304
18	0.00432338953739732
19	0.00370402274097683
20	0.00333647018564462
21	0.00397030899361298
22	0.00349228248685005
23	0.00410722006052745
24	0.00322196230745465
25	0.00386502801059626
