# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	124	147
+	193	138
+	234	111
+	248	114
+	133	140
+	147	174
+	219	123
+	97	101
+	195	117
+	185	149
+	167	156
+	190	142
+	145	150
+	166	142
+	214	127
+	240	108
+	132	147
+	143	157
+	203	124
+	183	139
+	136	167
+	120	139
+	187	153
+	236	121
+	243	105
+	129	148
+	249	107
+	131	145
+	226	124
+	72	41
+	152	157
+	127	126
+	128	146
+	98	100
+	198	132
+	211	137
+	148	175
+	92	114
+	116	125
+	204	135
+	191	136
+	81	76
+	82	78
+	259	99
+	196	131
+	111	149
+	224	101
+	150	155
+	225	151
+	184	113
+	137	133
+	107	119
+	220	115
+	218	116
+	212	128
+	169	148
+	60	18
+	86	78
+	230	103
+	118	125
+	146	162
+	159	147
+	155	159
+	100	103
+	199	116
+	228	107
+	156	162
+	252	98
+	139	172
+	71	59
+	194	146
+	170	138
+	140	152
+	114	116
+	154	161
+	96	117
+	101	123
+	177	140
+	83	64
+	251	103
+	221	118
+	208	117
+	162	145
+	202	126
+	49	6
+	253	106
+	125	134
+	232	112
+	222	118
+	99	123
+	176	152
+	205	128
+	174	130
+	112	106
+	215	146
+	153	137
+	168	141
+	171	154
+	254	86
+	172	148
+	201	143
+	135	145
+	200	150
+	192	133
+	142	161
+	119	133
+	141	140
+	239	101
+	165	137
+	84	79
+	175	143
+	223	122
+	104	116
+	245	113
+	80	55
+	62	22
+	197	147
+	206	116
+	151	164
+	157	168
+	55	14
+	164	149
+	233	124
+	134	167
+	121	148
+	95	107
+	160	151
+	75	71
+	149	144
+	189	118
+	237	109
+	130	150
+	217	127
+	182	143
+	227	115
+	161	140
+	179	130
+	68	49
+	102	125
+	90	79
+	158	158
+	180	153
+	256	91
+	126	131
+	76	55
+	36	3
+	181	153
+	229	105
+	210	126
+	87	81
+	122	130
+	109	131
+	106	124
+	241	99
+	73	42
+	238	116
+	91	92
+	213	128
+	216	121
+	85	83
+	178	129
+	209	150
+	105	107
+	242	105
+	186	162
+	235	96
+	246	98
+	244	112
+	74	54
+	77	61
+	65	34
+	250	121
+	257	99
+	163	123
+	144	139
+	247	101
+	94	90
+	173	135
+	93	114
+	67	34
+	207	110
+	57	17
+	123	123
+	42	4
+	103	108
+	138	146
+	89	76
+	255	104
+	108	95
+	110	137
+	78	64
+	231	127
+	63	28
+	258	103
+	58	32
+	117	118
+	53	6
+	113	128
+	188	122
+	70	43
+	48	12
+	47	3
+	115	142
+	69	45
+	66	38
+	88	88
+	79	68
+	51	6
+	59	19
+	61	22
+	56	13
+	44	4
+	52	11
+	33	1
+	64	28
+	54	9
+	38	2
+	34	1
+	50	5
+	260	4
+	37	1
+	40	3
+	43	3
+	45	3
+	46	3
+	39	2
+	41	1
+	30	1
+	261	3
+	31	1
-	127	164
-	146	179
-	104	99
-	157	146
-	161	135
-	177	133
-	232	104
-	148	145
-	180	144
-	171	143
-	120	141
-	140	141
-	205	131
-	195	127
-	248	115
-	123	150
-	135	135
-	255	94
-	165	148
-	242	127
-	234	103
-	158	148
-	109	141
-	152	162
-	181	159
-	91	86
-	168	129
-	142	149
-	162	134
-	105	143
-	204	122
-	196	133
-	149	175
-	59	20
-	211	130
-	200	123
-	129	161
-	257	89
-	136	139
-	241	127
-	66	37
-	176	164
-	94	122
-	71	59
-	238	110
-	226	121
-	87	83
-	118	153
-	150	133
-	102	119
-	133	144
-	243	132
-	188	136
-	191	152
-	192	152
-	108	125
-	143	143
-	222	130
-	65	41
-	117	134
-	185	134
-	183	140
-	138	144
-	130	156
-	237	122
-	187	136
-	202	121
-	208	139
-	207	131
-	103	111
-	173	138
-	121	128
-	212	111
-	106	141
-	193	117
-	233	125
-	170	159
-	251	117
-	186	163
-	174	149
-	194	125
-	156	176
-	134	178
-	203	126
-	78	68
-	245	114
-	215	115
-	210	136
-	151	175
-	110	137
-	178	157
-	239	104
-	122	154
-	84	92
-	253	101
-	145	150
-	231	110
-	63	32
-	92	108
-	166	149
-	126	129
-	154	160
-	124	136
-	258	82
-	125	121
-	254	114
-	160	138
-	175	140
-	213	136
-	249	93
-	101	110
-	223	114
-	252	92
-	201	125
-	220	119
-	60	17
-	76	62
-	119	158
-	199	126
-	184	145
-	218	121
-	82	65
-	99	120
-	259	102
-	116	138
-	219	126
-	206	137
-	214	134
-	95	88
-	128	152
-	250	105
-	172	137
-	77	55
-	236	113
-	144	158
-	155	129
-	132	131
-	112	125
-	198	119
-	244	108
-	96	109
-	217	134
-	246	83
-	111	119
-	225	113
-	89	75
-	79	64
-	221	140
-	147	145
-	107	104
-	83	94
-	216	133
-	114	139
-	163	131
-	137	151
-	169	140
-	179	148
-	153	134
-	70	49
-	197	137
-	85	89
-	113	131
-	88	75
-	256	104
-	69	37
-	141	152
-	228	121
-	115	133
-	73	56
-	190	133
-	227	106
-	131	149
-	167	142
-	97	112
-	224	118
-	72	45
-	182	150
-	159	144
-	240	112
-	56	7
-	247	102
-	100	119
-	86	91
-	164	133
-	75	53
-	139	153
-	209	99
-	98	103
-	81	70
-	52	6
-	230	115
-	229	95
-	55	15
-	235	104
-	80	66
-	93	92
-	62	18
-	74	55
-	64	34
-	67	44
-	189	137
-	58	21
-	68	48
-	90	91
-	61	27
-	51	5
-	54	5
-	38	1
-	57	12
-	43	2
-	37	1
-	53	4
-	44	3
-	41	1
-	50	6
-	47	7
-	32	1
-	42	5
-	40	3
-	45	3
-	49	2
-	27	1
-	48	5
-	39	3
-	36	1
-	260	4
-	29	1
-	46	2
-	261	1
