pos	3pG>A
1	0.00572935612950164
2	0.00646766169154229
3	0.00543918007731727
4	0.00489008729034322
5	0.0058955895589559
6	0.00469865365501039
7	0.00554578655484918
8	0.00461016949152542
9	0.00520619262912728
10	0.00525243377858275
11	0.00389872488762499
12	0.0043857645392663
13	0.00426942816914203
14	0.00385869814874363
15	0.00439013351436977
16	0.0045244732873269
17	0.00414220037325322
18	0.00503478579274991
19	0.00433800271125169
20	0.00408589458391974
21	0.00496027189638543
22	0.00454733360892931
23	0.00490574608221667
24	0.00385539982764095
25	0.00425395663708718
