# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	87	508
+	62	280
+	122	312
+	76	521
+	115	364
+	159	154
+	78	516
+	144	205
+	116	395
+	67	417
+	138	234
+	113	390
+	33	39
+	129	310
+	58	253
+	80	515
+	112	402
+	98	509
+	141	242
+	114	403
+	68	398
+	97	511
+	37	69
+	41	113
+	53	200
+	124	315
+	101	492
+	175	64
+	134	255
+	46	143
+	139	234
+	84	473
+	153	149
+	81	464
+	160	123
+	102	459
+	94	479
+	73	481
+	108	440
+	83	533
+	86	512
+	66	374
+	88	482
+	110	425
+	69	444
+	171	95
+	109	418
+	103	483
+	44	154
+	154	156
+	79	509
+	91	496
+	105	461
+	162	135
+	148	170
+	89	483
+	77	480
+	104	442
+	107	427
+	119	358
+	132	276
+	93	535
+	121	359
+	126	316
+	71	451
+	96	495
+	64	367
+	95	495
+	60	293
+	45	157
+	130	305
+	50	164
+	147	181
+	150	164
+	161	107
+	72	493
+	120	356
+	117	333
+	177	76
+	140	236
+	90	503
+	234	6
+	63	331
+	99	489
+	40	119
+	42	139
+	85	528
+	61	305
+	106	447
+	54	214
+	169	114
+	100	442
+	158	138
+	188	49
+	51	175
+	179	72
+	74	460
+	145	202
+	111	412
+	133	257
+	155	161
+	75	484
+	125	310
+	128	298
+	227	9
+	43	122
+	136	222
+	57	257
+	226	13
+	192	47
+	27	14
+	208	27
+	196	38
+	151	169
+	34	55
+	142	217
+	118	398
+	92	462
+	56	221
+	82	480
+	49	160
+	131	269
+	52	207
+	156	125
+	65	369
+	59	240
+	137	252
+	48	192
+	55	208
+	195	47
+	123	313
+	172	77
+	39	123
+	165	92
+	127	349
+	173	86
+	215	29
+	31	32
+	176	88
+	194	47
+	143	224
+	70	408
+	186	59
+	170	91
+	189	61
+	47	158
+	182	58
+	184	60
+	167	107
+	230	11
+	163	139
+	36	75
+	191	44
+	185	56
+	149	163
+	193	37
+	216	27
+	152	188
+	202	36
+	135	238
+	146	173
+	222	17
+	203	29
+	180	66
+	211	30
+	157	137
+	166	90
+	174	90
+	237	8
+	168	103
+	236	7
+	181	60
+	190	56
+	38	82
+	224	20
+	243	4
+	228	15
+	164	115
+	244	6
+	219	18
+	35	40
+	225	9
+	200	43
+	32	27
+	205	19
+	187	72
+	198	36
+	207	23
+	217	17
+	183	56
+	30	29
+	212	25
+	197	39
+	206	23
+	220	16
+	252	3
+	178	56
+	231	8
+	28	18
+	199	36
+	246	4
+	254	3
+	204	29
+	201	28
+	209	22
+	218	12
+	213	21
+	240	3
+	242	8
+	256	5
+	259	5
+	248	9
+	238	12
+	214	22
+	210	17
+	235	6
+	251	3
+	245	6
+	250	5
+	223	14
+	229	5
+	29	11
+	221	15
+	26	5
+	233	10
+	249	3
+	239	9
+	253	2
+	247	3
+	232	9
+	241	8
+	257	5
+	258	2
+	255	2
+	25	2
-	108	404
-	102	437
-	65	379
-	69	395
-	81	529
-	188	56
-	100	484
-	131	290
-	220	23
-	118	397
-	91	506
-	46	162
-	47	143
-	156	161
-	164	106
-	52	195
-	103	467
-	72	440
-	56	243
-	107	407
-	144	224
-	83	489
-	104	428
-	90	497
-	124	334
-	78	512
-	74	480
-	157	136
-	130	281
-	97	508
-	82	568
-	135	291
-	45	152
-	57	241
-	140	186
-	84	541
-	75	484
-	181	70
-	85	458
-	211	21
-	119	352
-	127	343
-	49	207
-	64	353
-	94	503
-	93	562
-	79	503
-	117	399
-	161	117
-	63	308
-	89	499
-	95	472
-	170	89
-	110	394
-	68	422
-	66	363
-	54	206
-	125	324
-	115	400
-	60	266
-	76	480
-	114	401
-	101	422
-	150	163
-	58	254
-	175	73
-	166	111
-	167	117
-	71	473
-	133	270
-	147	202
-	44	143
-	141	220
-	126	305
-	27	16
-	92	477
-	80	508
-	123	302
-	99	462
-	153	166
-	96	522
-	174	86
-	138	239
-	163	98
-	137	279
-	128	326
-	116	365
-	136	232
-	109	414
-	162	139
-	113	390
-	87	513
-	98	486
-	198	30
-	196	40
-	134	271
-	160	121
-	112	414
-	201	30
-	142	207
-	105	506
-	242	9
-	205	31
-	53	225
-	152	182
-	237	9
-	111	395
-	59	258
-	143	211
-	51	200
-	189	40
-	186	52
-	165	100
-	122	348
-	62	280
-	86	472
-	77	481
-	48	165
-	132	279
-	158	139
-	36	77
-	146	201
-	169	106
-	195	43
-	173	84
-	55	204
-	178	72
-	73	466
-	129	285
-	148	165
-	187	46
-	67	429
-	168	84
-	159	136
-	88	511
-	61	271
-	145	206
-	155	161
-	70	437
-	218	11
-	197	37
-	120	350
-	199	29
-	139	262
-	121	340
-	106	449
-	225	15
-	228	13
-	212	18
-	200	22
-	41	113
-	191	33
-	179	76
-	50	191
-	185	74
-	172	78
-	177	65
-	219	14
-	206	18
-	151	186
-	33	37
-	208	22
-	31	24
-	245	4
-	154	154
-	236	10
-	32	25
-	43	158
-	176	72
-	42	140
-	192	50
-	182	74
-	243	7
-	34	35
-	39	113
-	202	30
-	207	31
-	149	166
-	184	61
-	193	51
-	203	26
-	249	6
-	213	18
-	38	74
-	26	5
-	194	49
-	209	19
-	255	5
-	222	13
-	180	69
-	29	14
-	221	18
-	35	61
-	244	9
-	40	91
-	246	2
-	183	67
-	30	30
-	171	76
-	214	16
-	224	20
-	190	44
-	37	72
-	226	7
-	252	6
-	210	23
-	250	5
-	241	12
-	217	19
-	216	15
-	28	14
-	25	10
-	238	8
-	223	10
-	227	6
-	239	6
-	251	8
-	235	8
-	230	11
-	232	9
-	215	12
-	240	7
-	231	11
-	204	26
-	253	4
-	258	4
-	259	1
-	234	6
-	254	6
-	229	9
-	233	7
-	247	4
-	248	2
-	257	1
-	256	1
