pos	5pC>T
1	0.00767123287671233
2	0.0292075163398693
3	0.0128127154036411
4	0.0124994517784308
5	0.0105871029836381
6	0.0110967997622114
7	0.00989503860914598
8	0.00773364792240136
9	0.00968732430912944
10	0.00859502544895803
11	0.0079308162834845
12	0.00763295099061522
13	0.00833188682520396
14	0.00818337806326719
15	0.00803455723542117
16	0.00832562442183164
17	0.00917591540679892
18	0.00776281742028858
19	0.00842782049611191
20	0.00866162504396764
21	0.00889960543621219
22	0.00773871983210913
23	0.00806100217864924
24	0.00797146128776535
25	0.00709775745699978
