Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Sfa-ABas_001-Ex1-7A-lcwgs-1-T.1	Sfa-ABas_001-Ex1-7A-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2648259.0	0.0	150.0	45.0	81.62372089765965	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	fail
Sfa-ABas_001-Ex1-7A-lcwgs-1-T.2	Sfa-ABas_001-Ex1-7A-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2648259.0	0.0	150.0	45.0	81.88239383081041	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	warn	fail
Sfa-ABas_002-Ex1-7D-lcwgs-1-T.1	Sfa-ABas_002-Ex1-7D-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4791263.0	0.0	150.0	46.0	77.34682477197343	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	fail
Sfa-ABas_002-Ex1-7D-lcwgs-1-T.2	Sfa-ABas_002-Ex1-7D-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4791263.0	0.0	150.0	46.0	77.59454598710734	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	warn	fail
Sfa-ABas_003-Ex1-7G-lcwgs-1-T.1	Sfa-ABas_003-Ex1-7G-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2965233.0	0.0	150.0	44.0	81.07672188455767	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	fail
Sfa-ABas_003-Ex1-7G-lcwgs-1-T.2	Sfa-ABas_003-Ex1-7G-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2965233.0	0.0	150.0	45.0	81.34155904908901	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	warn	fail
Sfa-ABas_004-Ex1-8B-lcwgs-1-T.1	Sfa-ABas_004-Ex1-8B-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1559271.0	0.0	150.0	43.0	82.35292147977727	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	fail
Sfa-ABas_004-Ex1-8B-lcwgs-1-T.2	Sfa-ABas_004-Ex1-8B-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1559271.0	0.0	150.0	44.0	82.6068755099786	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	warn	fail
Sfa-ABas_005-Ex1-8E-lcwgs-1-T.1	Sfa-ABas_005-Ex1-8E-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3852504.0	0.0	150.0	45.0	81.54127459193826	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	fail
Sfa-ABas_005-Ex1-8E-lcwgs-1-T.2	Sfa-ABas_005-Ex1-8E-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3852504.0	0.0	150.0	45.0	81.68907159790231	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	warn	fail
Sfa-ABas_006-Ex1-8H-lcwgs-1-T.1	Sfa-ABas_006-Ex1-8H-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4280122.0	0.0	150.0	45.0	80.29040473027418	150.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	warn	fail
Sfa-ABas_006-Ex1-8H-lcwgs-1-T.2	Sfa-ABas_006-Ex1-8H-lcwgs-1-T.2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4280122.0	0.0	150.0	45.0	80.50708580486035	150.0	pass	pass	warn	pass	warn	pass	pass	pass	pass	warn	fail
Sfa-ABas_007-Ex1-9C-lcwgs-1-T.1	Sfa-ABas_007-Ex1-9C-lcwgs-1-T.1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	436261.0	0.0	150.0	46.0	79.33894069792231	150.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	warn	fail
