# table produced by mapDamage version 2.2.1
# using mapped file - and /home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/salarias_fasciatus/1st_sequencing_run/refGenome/GCF_902148845.1_fSalaFa1.1_chr1-23-mtgen.fasta as reference file
# Std: strand of reads
Std	Length	Occurences 
+	121	123
+	215	119
+	139	164
+	144	145
+	251	89
+	157	134
+	241	97
+	169	138
+	182	140
+	107	135
+	206	116
+	186	133
+	131	129
+	154	138
+	177	151
+	149	143
+	119	134
+	80	90
+	180	110
+	165	135
+	134	148
+	132	151
+	148	155
+	115	142
+	125	143
+	130	138
+	199	134
+	253	102
+	163	141
+	140	145
+	166	144
+	164	137
+	105	123
+	196	133
+	94	98
+	171	151
+	102	128
+	184	138
+	233	112
+	228	122
+	219	117
+	122	134
+	161	146
+	226	109
+	188	118
+	170	149
+	72	42
+	123	169
+	101	108
+	73	60
+	87	85
+	133	141
+	78	61
+	173	159
+	174	134
+	189	109
+	249	116
+	116	150
+	89	73
+	236	127
+	92	90
+	176	142
+	143	136
+	159	158
+	97	120
+	203	133
+	75	61
+	240	109
+	151	147
+	172	145
+	225	108
+	106	124
+	118	158
+	112	123
+	198	114
+	181	150
+	208	116
+	247	109
+	160	150
+	96	110
+	91	112
+	223	110
+	138	145
+	256	106
+	194	121
+	150	153
+	120	148
+	237	109
+	135	164
+	162	151
+	153	140
+	128	141
+	93	109
+	179	132
+	200	111
+	195	111
+	248	110
+	209	117
+	104	149
+	117	122
+	59	20
+	245	103
+	243	120
+	175	132
+	110	161
+	212	131
+	95	107
+	90	92
+	185	139
+	127	136
+	88	94
+	214	120
+	113	154
+	158	151
+	259	77
+	230	99
+	141	148
+	146	131
+	252	95
+	202	122
+	114	127
+	103	128
+	216	120
+	168	140
+	136	128
+	152	148
+	254	107
+	100	113
+	238	94
+	65	46
+	183	126
+	137	143
+	187	117
+	155	145
+	220	135
+	124	141
+	81	68
+	234	117
+	56	15
+	222	109
+	129	165
+	167	157
+	221	127
+	190	136
+	210	117
+	232	92
+	71	49
+	111	124
+	84	70
+	145	145
+	205	139
+	224	116
+	242	107
+	191	158
+	258	95
+	211	99
+	227	122
+	197	117
+	85	80
+	147	158
+	204	123
+	255	101
+	229	123
+	38	1
+	66	47
+	62	27
+	76	56
+	192	129
+	77	78
+	109	143
+	250	71
+	142	127
+	244	89
+	178	140
+	68	52
+	218	135
+	217	120
+	126	132
+	83	60
+	193	142
+	207	124
+	213	124
+	86	81
+	61	27
+	201	126
+	246	110
+	239	107
+	67	48
+	235	104
+	231	119
+	99	107
+	70	42
+	82	94
+	69	55
+	108	121
+	35	1
+	257	91
+	156	153
+	42	5
+	63	37
+	79	74
+	98	94
+	57	17
+	45	7
+	60	27
+	74	69
+	64	34
+	40	4
+	48	4
+	55	11
+	37	2
+	50	6
+	34	1
+	33	2
+	54	10
+	36	2
+	43	3
+	47	6
+	49	6
+	53	8
+	52	8
+	58	9
+	260	2
+	44	3
+	51	7
+	39	1
+	46	7
+	41	1
-	158	130
-	161	131
-	142	138
-	160	152
-	97	119
-	182	147
-	235	109
-	248	102
-	226	124
-	54	22
-	242	106
-	148	143
-	190	148
-	107	145
-	184	157
-	162	135
-	193	133
-	214	127
-	204	108
-	247	87
-	233	106
-	117	132
-	179	126
-	183	124
-	96	104
-	221	131
-	95	99
-	236	97
-	238	118
-	197	146
-	185	140
-	207	131
-	89	106
-	74	51
-	105	123
-	127	135
-	123	156
-	122	128
-	219	133
-	120	137
-	145	136
-	99	103
-	180	141
-	174	137
-	209	120
-	135	150
-	169	122
-	137	145
-	113	112
-	81	75
-	259	95
-	176	120
-	216	135
-	110	123
-	218	124
-	164	143
-	228	142
-	186	132
-	154	145
-	187	146
-	138	143
-	253	97
-	128	158
-	139	148
-	98	106
-	213	116
-	166	144
-	44	7
-	72	64
-	208	128
-	258	88
-	86	100
-	91	101
-	119	132
-	178	133
-	116	113
-	124	143
-	59	20
-	84	72
-	181	148
-	172	145
-	224	121
-	206	98
-	192	138
-	100	118
-	157	157
-	134	154
-	156	169
-	76	65
-	217	115
-	240	84
-	170	138
-	244	112
-	251	114
-	202	105
-	177	148
-	109	127
-	130	136
-	103	134
-	85	95
-	115	132
-	66	66
-	165	152
-	243	118
-	173	127
-	141	137
-	126	148
-	163	153
-	246	87
-	73	48
-	90	116
-	121	155
-	140	139
-	227	123
-	108	118
-	102	137
-	255	95
-	175	147
-	125	130
-	234	112
-	203	123
-	222	141
-	249	114
-	56	13
-	106	138
-	114	128
-	257	100
-	136	150
-	167	156
-	254	123
-	199	124
-	78	70
-	210	115
-	171	112
-	201	110
-	225	99
-	211	126
-	101	121
-	152	137
-	194	124
-	151	135
-	104	123
-	231	104
-	147	152
-	87	90
-	143	168
-	80	83
-	220	111
-	61	19
-	131	157
-	153	154
-	129	123
-	250	92
-	215	118
-	195	119
-	205	120
-	118	138
-	223	111
-	146	138
-	79	67
-	144	169
-	237	100
-	92	99
-	155	155
-	53	5
-	198	143
-	62	25
-	229	127
-	71	61
-	189	133
-	256	104
-	75	68
-	132	138
-	93	112
-	252	103
-	150	153
-	149	136
-	232	108
-	94	103
-	82	65
-	168	123
-	239	91
-	200	113
-	212	117
-	68	51
-	77	61
-	188	140
-	112	128
-	111	132
-	196	129
-	83	74
-	52	8
-	191	128
-	69	49
-	65	42
-	133	144
-	241	116
-	245	78
-	159	115
-	60	22
-	48	4
-	45	6
-	64	34
-	88	88
-	230	110
-	55	14
-	63	24
-	57	12
-	58	11
-	67	48
-	47	6
-	70	40
-	51	5
-	50	6
-	41	1
-	46	3
-	37	1
-	49	7
-	38	2
-	39	2
-	260	2
-	34	1
-	42	1
-	33	1
-	27	1
