pos	3pG>A
1	0.0282553805458699
2	0.0323735155360338
3	0.0203843913803145
4	0.0167606516290727
5	0.018968011573702
6	0.0149028801071668
7	0.0199840127897682
8	0.0199372056514914
9	0.0171714018108024
10	0.0177912051023833
11	0.0175519630484988
12	0.0163522012578616
13	0.0177798392084106
14	0.0182081856268128
15	0.0163362410785091
16	0.017140136486272
17	0.016839785961599
18	0.0182568661692332
19	0.0154476670870113
20	0.0121489428841906
21	0.0159013467467143
22	0.0136291600633914
23	0.014404609475032
24	0.0127367733507511
25	0.0136790202004136
